"","STATEFP","COUNTYFP","TRACTCE","PUMA20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","other_cost_20","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","num_hh","moe"
"11","24","017","850101","01700","24017850101","01600","$50,000 to $59,999","1",55023.4727880486,45,12945289.5304895,3597.95629913559,332.217382859579,1546.13096267598,562.548,0,366.035959703779,906.00249319033,29.99,283.692230523934,375.669669107113,3694.39964609403,44332.7957531283,3986.60859431495,59999,50000,15666.2042468717,5667.20424687168,11679.5956525567,1680.59565255672,"Food Secure",101.711,1
"12","24","017","850101","01700","24017850101","01600","$50,000 to $59,999","2",55388.4352824156,50,8647062.64585154,2940.58882638351,603.409093437392,1569.88515687156,1007.6903339254,108.493321492007,275.674435576923,745.383469551282,29.99,359.514234130328,434.658850061791,4096.6309515475,49159.57141857,7240.90912124871,59999,50000,10839.42858143,840.428581429973,3598.51946018126,-6400.48053981874,"At-Risk",55.045,3
"13","24","017","850101","01700","24017850101","01600","$50,000 to $59,999","3",54523.7250885529,16,7110873.2322172,2666.62206400105,833.149304720192,1787.17389048393,1315.85201727862,332.425831533477,242.752040838404,709.186338742394,29.99,454.134308485462,524.064639040825,4871.51442736229,58458.1731283475,9997.7916566423,59999,50000,1540.82687165255,-8458.17312834745,-8456.96478498975,-18455.9647849898,"Food Insecure",24.661,5
"14","24","017","850101","01700","24017850101","01600","$50,000 to $59,999","4",53087.6243227666,12,5464369.85695139,2337.59916515886,1055.96829204816,2235.50555190425,1413.66529106628,645.120922190202,175.390882216015,456.895374767225,29.99,555.564093942491,658.294768790483,5512.13211608647,66145.5853930376,12671.619504578,59999,50000,-6146.58539303759,-16145.5853930376,-18818.2048976155,-28817.2048976155,"Food Insecure",18.666,4
"15","24","017","850101","01700","24017850101","01600","$50,000 to $59,999","5",54755.2023333333,10,7709775.64972795,2776.64827620063,1449.48232464953,2667.68445812723,1502.1662173913,1573.7831884058,42.3286428849903,107.131052631579,29.99,726.543483145885,823.433356555351,6649.62704258678,79795.5245110414,17393.7878957943,59999,50000,-19796.5245110414,-29795.5245110414,-37190.3124068357,-47189.3124068357,"Food Insecure",21.917,3
"16","24","017","850101","01700","24017850101","01600","$60,000 to $74,999","1",66864.9542248836,62,14134005.3083556,3759.52195210449,332.217382859579,1546.13096267598,562.548,0,478.998820089548,1288.81712076727,29.99,294.988516562511,375.669669107113,4201.47342009532,50417.6810411438,3986.60859431495,74999,60000,24581.3189588562,9582.31895885622,20594.7103645413,5595.71036454126,"Food Secure",93.651,1
"17","24","017","850101","01700","24017850101","01600","$60,000 to $74,999","2",66933.3391264368,75,19993581.6776056,4471.41830716,606.581438944692,1569.88515687156,1048.62770614693,21.0921539230385,380.481940591332,1040.71741919687,29.99,365.665839647755,435.293319163251,4456.46021637748,53477.5225965298,7278.9772673363,74999,60000,21521.4774034702,6522.47740347023,14242.5001361339,-756.499863866076,"At-Risk",64.614,2
"18","24","017","850101","01700","24017850101","01600","$60,000 to $74,999","3",68238.9498074975,30,13203827.2726935,3633.70709781257,825.029190666835,1787.17389048393,1028.77319148936,629.959351570415,353.339472376874,881.504519985725,29.99,465.426509658742,522.440616230154,5176.16693556505,62114.0032267806,9900.35028800202,74999,60000,12884.9967732194,-2114.00322678059,2984.64648521738,-12014.3535147826,"At-Risk",31.233,4
"19","24","017","850101","01700","24017850101","01600","$60,000 to $74,999","4",66172.4019234042,9,31451307.4812817,5608.1465281572,1015.02871802633,2235.50555190425,1218.45502978723,988.888,238.085016142558,721.581750524109,29.99,572.595231586037,650.106853986116,6005.10057994419,72061.2069593303,12180.3446163159,74999,60000,2937.79304066973,-12061.2069593303,-9242.55157564622,-24241.5515756462,"Food Insecure",8.752,2
"20","24","017","850101","01700","24017850101","01600","$60,000 to $74,999","5",68700.9553043478,18,27074134.5670474,5203.28113473098,1312.95723609073,2667.68445812723,1368.61866918715,1219.62563327032,153.71892766323,400.560710910653,29.99,675.259492433865,796.128338843591,6515.45789159244,78185.4946991093,15755.4868330887,74999,60000,-3186.49469910929,-18185.4946991093,-18941.981532198,-33940.981532198,"Food Insecure",21.75,4
"21","24","017","850101","01700","24017850101","01600","$75,000 to $99,999","1",86712.1648574909,76,48656574.7258869,6975.4264906088,332.217382859579,1546.13096267598,562.548,0,621.966644742368,1813.43363450113,29.99,309.285299027793,375.669669107113,4883.35454094727,58600.2544913673,3986.60859431495,99999,75000,41398.7455086327,16399.7455086327,37412.1369143178,12413.1369143178,"Food Secure",170.427,1
"22","24","017","850101","01700","24017850101","01600","$75,000 to $99,999","2",88127.3542897474,128,56723112.0864789,7531.47476172355,602.588479904399,1569.88515687156,1059.68830163447,74.741411589896,615.984602997528,1519.56891635764,29.99,395.287795299786,434.494727355192,5265.14618475089,63181.7542170107,7231.06175885278,99999,75000,36817.2457829893,11818.2457829893,29586.1840241366,4587.18402413656,"Food Secure",143.741,2
"23","24","017","850101","01700","24017850101","01600","$75,000 to $99,999","3",89051.1997970149,63,44245408.3571813,6651.72220986274,845.790781283276,1787.17389048393,1234.91880358209,305.650364179104,578.587960307998,1403.78034339295,29.99,478.21117998364,526.592934353442,5818.31254192971,69819.7505031565,10149.4893753993,99999,75000,30179.2494968435,5180.24949684348,20029.7601214442,-4969.23987855584,"At-Risk",76.544,3
"24","24","017","850101","01700","24017850101","01600","$75,000 to $99,999","4",86738.1242178218,32,54392782.3840557,7375.14626187547,1027.37282096253,2235.50555190425,1347.19106435644,761.299356435644,439.710453507653,1082.76931228742,29.99,584.106924716652,652.575674573357,6480.57266320805,77766.8719584966,12328.4738515504,99999,75000,22232.1280415034,-2766.8719584966,9903.654189953,-15095.345810047,"At-Risk",35.783,2
"25","24","017","850101","01700","24017850101","01600","$75,000 to $99,999","5",88772.9251491713,25,41630103.5353022,6452.1394541115,1394.77415586357,2667.68445812723,1805.748,893.941988950276,380.51094699486,880.485467576117,29.99,717.264954993593,812.491722798159,7375.62581664207,88507.5097997049,16737.2898703628,99999,75000,11491.4902002951,-13507.5097997049,-5245.7996700677,-30244.7996700677,"Food Insecure",54.506,2
"26","24","017","850101","01700","24017850101","01600","$100,000 to $124,999","1",111635.310285714,54,43475939.3239583,6593.62869169612,332.217382859579,1546.13096267598,562.548,0,805.760777108434,2625.3870151193,29.99,327.6647122644,375.669669107113,5897.48146716812,70769.7776060174,3986.60859431495,124999,1e+05,54229.2223939826,29230.2223939826,50242.6137996676,25243.6137996676,"Food Secure",159.988,2
"27","24","017","850101","01700","24017850101","01600","$100,000 to $124,999","2",112235.836021062,111,49763443.5623916,7054.32091433269,608.765765078447,1569.88515687156,1097.44993769197,4.10085125054849,790.207022238956,2228.566562249,29.99,410.039873313148,435.730184390002,6130.23940361518,73562.8728433822,7305.18918094137,124999,1e+05,51436.1271566178,26437.1271566178,44130.9379756764,19131.9379756765,"Food Secure",111.334,3
"28","24","017","850101","01700","24017850101","01600","$100,000 to $124,999","3",112753.894512397,57,47725921.3930064,6908.39499399147,840.508078958101,1787.17389048393,1349.94613974455,234.061367392938,786.190775579389,1999.24475530079,29.99,502.787025215891,525.536393888407,6689.39395371749,80272.7274446099,10086.0969474972,124999,1e+05,44726.2725553901,19727.2725553901,34640.1756078929,9641.1756078929,"Food Secure",63.477,2
"29","24","017","850101","01700","24017850101","01600","$100,000 to $124,999","4",110409.427358108,39,40005266.1948634,6324.97163589398,1002.90972291747,2235.50555190425,1318.471875,973.855641891892,782.689988927739,1717.13548732517,29.99,634.342278064135,647.683054964344,7691.99082311319,92303.8898773583,12034.9166750096,124999,1e+05,32695.1101226417,7696.11012264171,20660.1934476321,-4338.80655236789,"At-Risk",53.279,2
"30","24","017","850101","01700","24017850101","01600","$100,000 to $124,999","5",111286.21208,43,58955977.3209105,7678.27958079872,1440.41098289661,2667.68445812723,1943.34763636364,1214.81570909091,575.701193212366,1457.0812155578,29.99,787.194997969075,821.619088204768,8675.81521032101,104109.782523852,17284.9317947594,124999,1e+05,20889.2174761479,-4109.7825238521,3604.28568138853,-21394.7143186115,"At-Risk",81.922,2
"31","24","017","850101","01700","24017850101","01600","$125,000 to $149,999","1",135673.278985222,33,38449214.2378226,6200.7430391706,332.217382859579,1546.13096267598,562.548,0,980.084437124625,3360.3830518018,29.99,345.097078266019,375.669669107113,6824.23352986843,81890.8023584211,3986.60859431495,149999,125000,68108.1976415789,43109.1976415789,64121.5890472639,39122.5890472639,"Food Secure",25.462,2
"32","24","017","850101","01700","24017850101","01600","$125,000 to $149,999","2",136876.436870934,103,67167416.1163704,8195.5729583947,608.336800449737,1569.88515687156,1096.76199790136,12.9589296956978,961.440572466897,2820.04965889465,29.99,427.937345738526,435.64439146426,6919.02366156869,83028.2839388243,7300.04160539684,149999,125000,66970.7160611757,41971.7160611757,59670.6744557788,34671.6744557788,"Food Secure",38.38,3
"33","24","017","850101","01700","24017850101","01600","$125,000 to $149,999","3",137792.94142692,57,49941741.1666193,7066.9470895585,839.602044169654,1787.17389048393,1337.38702890173,262.619322873658,967.026768821604,2715.0694905892,29.99,522.379905525058,525.355186930717,7621.64640719518,91459.7568863422,10075.2245300358,149999,125000,58539.2431136578,33540.2431136578,48464.018583622,23465.018583622,"Food Secure",24.948,3
"34","24","017","850101","01700","24017850101","01600","$125,000 to $149,999","4",135071.692809983,59,52853558.1321418,7270.04526341767,1044.42041050157,2235.50555190425,1352.6040680658,758.377787861599,984.586123875321,2357.88583976007,29.99,640.548394220854,655.985192481164,8359.49776568789,100313.973188255,12533.0449260188,149999,125000,49685.0268117453,24686.0268117453,37151.9818857265,12152.9818857265,"Food Secure",36.132,2
"35","24","017","850101","01700","24017850101","01600","$125,000 to $149,999","5",136448.160340426,42,57263941.1062408,7567.2941733648,1395.86928158249,2667.68445812723,1851.04832192414,805.445180388529,881.758115609793,2241.7498334854,29.99,763.179535763218,812.710747941944,9240.85544529831,110890.26534358,16750.4313789899,149999,125000,39108.7346564202,14109.7346564202,22358.3032774304,-2640.69672256965,"At-Risk",26.078,2
"36","24","017","850101","01700","24017850101","01600","$150,000 to $199,999","1",166033.529649215,31,135421564.965124,11637.0771659005,332.217382859579,1546.13096267598,562.548,0,1193.91766888889,4176.31941414141,29.99,366.480401442445,375.669669107113,7875.38644714873,94504.6373657848,3986.60859431495,199999,150000,105494.362634215,55495.3626342152,101507.7540399,51508.7540399003,"Food Secure",76.794,1
"37","24","017","850101","01700","24017850101","01600","$150,000 to $199,999","2",173419.892642231,134,192531105.203498,13875.5578339575,609.006478935279,1569.88515687156,1109.1832876494,0,1220.24112982724,3817.81210485414,29.99,453.830605328348,435.778327161368,8200.94228453069,98411.3074143682,7308.07774722335,199999,150000,101587.692585632,51588.6925856318,94279.6148384084,44280.6148384084,"Food Secure",128.127,3
"38","24","017","850101","01700","24017850101","01600","$150,000 to $199,999","3",172431.165813953,84,226605875.318879,15053.4340042025,852.92692535754,1787.17389048393,1384.66492389006,194.429196617336,1220.26649455144,3627.76651714817,29.99,546.945143090032,528.020163168295,8791.23616578097,105494.833989372,10235.1231042905,199999,150000,94504.1660106283,44505.1660106283,84269.0429063378,34270.0429063378,"Food Secure",81.209,5
"39","24","017","850101","01700","24017850101","01600","$150,000 to $199,999","4",174161.246248349,68,204737446.394371,14308.6493560493,1072.07493114495,2235.50555190425,1552.02311492734,425.604174372523,1222.41701478495,3400.90491461101,29.99,653.761478713402,661.516096609841,9520.20624931347,114242.474991762,12864.8991737394,199999,150000,85756.5250082383,35757.5250082383,72891.6258344989,22892.6258344989,"Food Secure",65.329,2
"40","24","017","850101","01700","24017850101","01600","$150,000 to $199,999","5",177423.044807666,62,207870810.93882,14417.7255813398,1354.86814021594,2667.68445812723,1795.84111704312,727.529527720739,1230.13071370968,3302.43586087071,29.99,780.604395681671,804.510519668634,10534.2160731531,126410.592877838,16258.4176825913,199999,150000,73588.4071221623,23589.4071221623,57329.989439571,7330.989439571,"Food Secure",114.542,2
"41","24","017","850101","01700","24017850101","01600","$200,000 or more","1",356771.055633028,7,25826096406.2611,160704.998074923,332.217382859579,1546.13096267598,562.548,0,2251.00025220022,9236.90096259626,29.99,472.188659773578,375.669669107113,14098.758837246,169185.106046952,3986.60859431495,1e+07,2e+05,9830814.89395305,30814.8939530475,9826828.28535873,26828.2853587326,"Food Secure",12.593,1
"42","24","017","850101","01700","24017850101","01600","$200,000 or more","2",313795.12857754,113,22911418913.7584,151365.183955091,609.065201909229,1569.88515687156,1125.096,0,2135.81279166667,7556.54266347687,29.99,546.984915044746,435.790071756158,12964.3115270598,155571.738324718,7308.78242291075,1e+07,2e+05,9844428.26167528,44428.2616752818,9837119.47925237,37119.4792523711,"Food Secure",52.937,2
"43","24","017","850101","01700","24017850101","01600","$200,000 or more","3",301448.050621918,79,21104223284.9611,145272.926882338,860.708554853897,1787.17389048393,1489.59627945205,127.101616438356,2078.82548872007,7147.54138305709,29.99,637.339582994831,529.576489067566,13297.5682411463,159570.818893756,10328.5026582468,1e+07,2e+05,9840429.18110624,40429.1811062439,9830100.678448,30100.6784479972,"Food Secure",43.382,4
"44","24","017","850101","01700","24017850101","01600","$200,000 or more","4",265611.719407063,94,4346218893.81123,65925.8590676772,1067.43542021698,2235.50555190425,1573.4091133829,491.293513011152,1923.34167831705,6168.37954449871,29.99,732.097527683234,660.588194424247,13154.0169287973,157848.203145568,12809.2250426038,1e+07,2e+05,9842151.79685443,42151.7968544324,9829342.57181183,29342.5718118286,"Food Secure",49.764,4
"45","24","017","850101","01700","24017850101","01600","$200,000 or more","5",278239.181087355,79,7916897187.01696,88976.9475033672,1453.47643630812,2667.68445812723,2270.12345021381,764.226194257789,1949.01564202076,6260.90643972316,29.99,913.451618092771,824.23217888707,14855.3978024355,178264.773629226,17441.7172356975,1e+07,2e+05,9821735.22637077,21735.2263707738,9804293.50913508,4293.50913507635,"Food Secure",46.324,2
"46","24","017","850102","01700","24017850102","01600","Less than $35,000","1",17945.2582153674,144,108591425.909635,10420.7209879948,332.217382859579,1469.0470113296,572.908,0,38.7154404506985,197.635366574895,29.99,244.287783463988,360.252878837836,2552.58360181918,30631.0032218302,3986.60859431495,35000,0,4368.99677816981,-30631.0032218302,382.388183854861,-34617.6118161451,"At-Risk",62.814,2
"47","24","017","850102","01700","24017850102","01600","Less than $35,000","2",22398.8311391364,72,100235379.984847,10011.7620819138,604.562964536079,1491.87368146894,1034.29723920493,47.8395887594243,22.3338453491544,125.788025095472,29.99,323.089731931853,419.287329201004,3075.21211180978,36902.5453417174,7254.75557443295,35000,0,-1902.54534171736,-36902.5453417174,-9157.3009161503,-44157.3009161503,"Food Insecure",38.487,2
"48","24","017","850102","01700","24017850102","01600","Less than $35,000","3",25512.00293125,32,75061495.9513224,8663.8037807491,839.795928390348,1699.09753874202,1192.364775,336.2174375,6.79826323129252,-211.426654761905,29.99,410.426394286367,507.778693426474,3463.46775399778,41561.6130479733,10077.5511406842,35000,0,-6561.61304797333,-41561.6130479733,-16639.1641886575,-51639.1641886575,"Food Insecure",16.418,1
"49","24","017","850102","01700","24017850102","01600","Less than $35,000","4",20089.6327542504,18,103034873.53815,10150.609515598,1047.59041672588,2126.37192342753,1327.34017310665,536.650448222566,0,-458.47297455689,29.99,506.794296148263,634.792468030683,4068.67386634811,48824.0863961774,12571.0850007106,35000,0,-13824.0863961774,-48824.0863961774,-26395.171396888,-61395.171396888,"Food Insecure",5.909,1
"50","24","017","850102","01700","24017850102","01600","Less than $35,000","5",20747.8794285714,10,77833913.8370024,8822.35307823272,1292.82206405997,2533.64630811304,1265.43415384615,1358.95326007326,0,-856.463492990654,29.99,648.084578609242,765.293674434602,4979.64480765104,59755.7376918124,15513.8647687197,35000,0,-24755.7376918124,-59755.7376918124,-40269.6024605321,-75269.6024605321,"Food Insecure",8.373,1
"51","24","017","850102","01700","24017850102","01600","$35,000 to $49,999","1",42510.0015953266,82,20508260.7849493,4528.6047282744,332.217382859579,1469.0470113296,572.908,0,211.294584693319,671.34334154801,29.99,261.54569788825,360.252878837836,3216.12863545918,38593.5436255101,3986.60859431495,49999,35000,11405.4563744899,-3593.54362551014,7418.8477801749,-7580.1522198251,"At-Risk",39.876,2
"52","24","017","850102","01700","24017850102","01600","$35,000 to $49,999","2",41996.0925730742,68,16678557.230435,4083.93893568881,605.095638909926,1491.87368146894,1052.5998675306,71.7703671706263,175.405414139021,537.979113631235,29.99,342.673496921911,419.393864075774,3702.29194086233,44427.503290348,7261.14766691912,49999,35000,5571.49670965203,-9427.50329034797,-1689.65095726709,-16688.6509572671,"Food Insecure",50.835,1
"53","24","017","850102","01700","24017850102","01600","$35,000 to $49,999","3",43671.4534615385,28,13216888.2752287,3635.50385438232,828.477796473998,1699.09753874202,1216.92870629371,406.844685314685,113.080172547425,358.06274796748,29.99,429.441889937184,505.515067043204,4253.4457408025,51041.34888963,9941.73355768797,49999,35000,-1042.34888963004,-16041.34888963,-10984.082447318,-25983.082447318,"Food Insecure",27.898,1
"54","24","017","850102","01700","24017850102","01600","$35,000 to $49,999","4",40815.395627907,8,15952050.339111,3994.0017950811,1016.76602165492,2126.37192342753,1121.83380465116,1093.9823255814,26.4436652263375,-228.171961591221,29.99,541.538774054135,628.62758901649,4711.98853134934,56543.8623761921,12201.1922598591,49999,35000,-6544.86237619206,-21543.8623761921,-18746.0546360511,-33745.0546360511,"Food Insecure",2.76,1
"55","24","017","850102","01700","24017850102","01600","$35,000 to $49,999","5",40048.0255566502,18,15406820.2725744,3925.15226106892,1395.07318213467,2533.64630811304,1745.53496551724,1190.3997044335,5.61928344671202,-188.335207860922,29.99,690.026344364516,785.743898049542,6006.88139801408,72082.576776169,16740.8781856161,49999,35000,-22083.576776169,-37082.576776169,-38824.4549617851,-53823.4549617851,"Food Insecure",16.63,1
"56","24","017","850102","01700","24017850102","01600","$50,000 to $59,999","1",55023.4727880486,45,12945289.5304895,3597.95629913559,332.217382859579,1469.0470113296,572.908,0,366.035959703779,906.00249319033,29.99,277.019835389296,360.252878837836,3621.00329961301,43452.0395953561,3986.60859431495,59999,50000,16546.9604046439,6547.96040464393,12560.351810329,2561.35181032897,"Food Secure",6.896,2
"57","24","017","850102","01700","24017850102","01600","$50,000 to $59,999","2",55388.4352824156,50,8647062.64585154,2940.58882638351,603.409093437392,1491.87368146894,1026.2481669627,108.493321492007,275.674435576923,745.383469551282,29.99,353.568869893796,419.056554981267,4031.23194494565,48374.7833393478,7240.90912124871,59999,50000,11624.2166606522,1625.21666065221,4383.3075394035,-5615.6924605965,"At-Risk",9.71,1
"58","24","017","850102","01700","24017850102","01600","$50,000 to $59,999","3",54523.7250885529,16,7110873.2322172,2666.62206400105,833.149304720192,1699.09753874202,1340.08501943844,332.425831533477,242.752040838404,709.186338742394,29.99,447.749973527254,506.449368692443,4801.286742822,57615.440913864,9997.7916566423,59999,50000,2383.55908613603,-7615.44091386397,-7614.23257050627,-17613.2325705063,"Food Insecure",4.775,1
"59","24","017","850102","01700","24017850102","01600","$50,000 to $59,999","4",53087.6243227666,12,5464369.85695139,2337.59916515886,1055.96829204816,2126.37192342753,1439.6996426513,645.120922190202,175.390882216015,456.895374767225,29.99,547.254166253321,636.468043095138,5420.72291150559,65048.6749380671,12671.619504578,59999,50000,-5049.67493806707,-15048.6749380671,-17721.294442645,-27720.294442645,"Food Insecure",2.279,1
"60","24","017","850102","01700","24017850102","01600","$50,000 to $59,999","5",54755.2023333333,10,7709775.64972795,2776.64827620063,1449.48232464953,2533.64630811304,1529.83042028986,1573.7831884058,42.3286428849903,107.131052631579,29.99,715.906088434321,796.625726552513,6532.61570075958,78391.3884091149,17393.7878957943,59999,50000,-18392.3884091149,-28391.3884091149,-35786.1763049093,-45785.1763049093,"Food Insecure",2.34,1
"61","24","017","850102","01700","24017850102","01600","$60,000 to $74,999","1",66864.9542248836,62,14134005.3083556,3759.52195210449,332.217382859579,1469.0470113296,572.908,0,478.998820089548,1288.81712076727,29.99,288.316121427873,360.252878837836,4128.07707361429,49536.9248833715,3986.60859431495,74999,60000,25462.0751166285,10463.0751166285,21475.4665223135,6476.46652231352,"Food Secure",23.743,1
"62","24","017","850102","01700","24017850102","01600","$60,000 to $74,999","2",66933.3391264368,75,19993581.6776056,4471.41830716,606.581438944692,1491.87368146894,1067.93945027486,21.0921539230385,380.481940591332,1040.71741919687,29.99,359.795866520287,419.691024082727,4391.89051197533,52702.6861437039,7278.9772673363,74999,60000,22296.3138562961,7297.31385629607,15017.3365889598,18.3365889597699,"Food Secure",34.571,1
"63","24","017","850102","01700","24017850102","01600","$60,000 to $74,999","3",68238.9498074975,30,13203827.2726935,3633.70709781257,825.029190666835,1699.09753874202,1047.71929078014,629.959351570415,353.339472376874,881.504519985725,29.99,458.513484413629,504.825345881772,5100.12365786881,61201.4838944257,9900.35028800202,74999,60000,13797.5161055743,-1201.48389442571,3897.16581757227,-11101.8341824277,"At-Risk",19.14,2
"64","24","017","850102","01700","24017850102","01600","$60,000 to $74,999","4",66172.4019234042,9,31451307.4812817,5608.1465281572,1015.02871802633,2126.37192342753,1240.89434893617,988.888,238.085016142558,721.581750524109,29.99,563.925800653259,628.280128290772,5909.73683968362,70916.8420762035,12180.3446163159,74999,60000,4082.15792379651,-10916.8420762035,-8098.18669251944,-23097.1866925194,"Food Insecure",2.392,1
"65","24","017","850102","01700","24017850102","01600","$60,000 to $74,999","5",68700.9553043478,18,27074134.5670474,5203.28113473098,1312.95723609073,2533.64630811304,1393.82343289225,1219.62563327032,153.71892766323,400.560710910653,29.99,664.376153802956,769.320708840752,6395.74116665245,76748.8939998294,15755.4868330887,74999,60000,-1749.89399982936,-16748.8939998294,-17505.3808329181,-32504.3808329181,"Food Insecure",9.154,1
"66","24","017","850102","01700","24017850102","01600","$75,000 to $99,999","1",86712.1648574909,76,48656574.7258869,6975.4264906088,332.217382859579,1469.0470113296,572.908,0,621.966644742368,1813.43363450113,29.99,302.612903893155,360.252878837836,4809.95819446625,57719.498333595,3986.60859431495,99999,75000,42279.501666405,17280.501666405,38292.89307209,13293.89307209,"Food Secure",27.45,1
"67","24","017","850102","01700","24017850102","01600","$75,000 to $99,999","2",88127.3542897474,128,56723112.0864789,7531.47476172355,602.588479904399,1491.87368146894,1079.20373997028,74.741411589896,615.984602997528,1519.56891635764,29.99,389.438191593105,418.892432274668,5200.80054397739,62409.6065277287,7231.06175885278,99999,75000,37589.3934722713,12590.3934722713,30358.3317134185,5359.33171341849,"Food Secure",68.033,1
"68","24","017","850102","01700","24017850102","01600","$75,000 to $99,999","3",89051.1997970149,63,44245408.3571813,6651.72220986274,845.790781283276,1699.09753874202,1257.66132298507,305.650364179104,578.587960307998,1403.78034339295,29.99,471.677796749748,508.97766400506,5746.44532635689,68957.3439162827,10149.4893753993,99999,75000,31041.6560837173,6042.65608371727,20892.166708318,-4106.83329168204,"At-Risk",43.394,2
"69","24","017","850102","01700","24017850102","01600","$75,000 to $99,999","4",86738.1242178218,32,54392782.3840557,7375.14626187547,1027.37282096253,2126.37192342753,1372.00121287129,761.299356435644,439.710453507653,1082.76931228742,29.99,575.674576720465,630.748948878012,6387.81683524999,76653.8020229999,12328.4738515504,99999,75000,23345.1979770001,-1653.80202299992,11016.7241254497,-13982.2758745503,"At-Risk",7.723,1
