"","STATEFP","COUNTYFP","TRACTCE","PUMA5CE_20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","num_hh","moe"
"26","51","153","900100","15303","51153900100","51246","$100,000 to $124,999","1",111702.599327964,102,46933153.2148224,6850.77756278968,356.717189855124,1590,441.963878787879,0,799.821476695867,2669.66505727763,29.99,321.849254533887,5853.28966729526,70239.4760075431,4280.60627826148,124999,1e+05,54759.5239924569,29760.5239924569,50478.9177141954,25479.9177141954,"Food Secure",69.315,2
"27","51","153","900100","15303","51153900100","51246","$100,000 to $124,999","2",110588.79491919,148,54218217.5205033,7363.3020799437,653.281785890146,1620,862.41471830454,11.4495950155763,791.565180282738,2202.48056994047,29.99,396.8701279493,5914.77019149263,70977.2422979116,7839.38143068175,124999,1e+05,54021.7577020884,29022.7577020884,46182.3762714067,21183.3762714067,"Food Secure",64.222,1
"28","51","153","900100","15303","51153900100","51246","$100,000 to $124,999","3",112786.105940359,73,48700288.4705371,6978.55919732269,903.639520081683,1840,1078.93801168162,254.997743451981,796.984366845539,2073.65479271886,29.99,490.454964206083,6565.01987890408,78780.238546849,10843.6742409802,124999,1e+05,46218.761453151,21219.761453151,35375.0872121708,10376.0872121708,"Food Secure",16.34,1
"29","51","153","900100","15303","51153900100","51246","$100,000 to $124,999","4",111924.151655103,91,45457163.3607656,6742.19277095854,1115.36088863086,2300,1082.55045605516,729.031515151515,725.477105451675,1676.6934235875,29.99,598.240996528921,7141.98349677477,85703.8019612973,13384.3306635703,124999,1e+05,39295.1980387027,14296.1980387027,25910.8673751324,911.867375132406,"Food Secure",26.194,1
"30","51","153","900100","15303","51153900100","51246","$100,000 to $124,999","5",111798.648088644,64,55081605.2449602,7421.69827229322,1599.12143399515,2750,1463.64001031593,1351.66721104083,544.181243723222,1466.76810368466,29.99,773.859989907512,8380.10655867215,100561.278704066,19189.4572079418,124999,1e+05,24437.7212959342,-561.2787040658,5248.2640879924,-19750.7359120076,"At-Risk",9.929,3
"31","51","153","900100","15303","51153900100","51246","$125,000 to $149,999","1",136237.77168153,73,59870376.9355649,7737.59503564027,356.717189855124,1590,441.963878787879,0,970.793908023416,3418.9023285124,29.99,338.946497666642,6790.59661299033,81487.159355884,4280.60627826148,149999,125000,68511.840644116,43512.840644116,64231.2343658545,39232.2343658545,"Food Secure",62.8,2
"32","51","153","900100","15303","51153900100","51246","$125,000 to $149,999","2",136385.552709614,123,38819510.4554096,6230.53051155435,653.371830885167,1620,871.74277213254,10.6168971962617,959.145910092946,2916.61625834128,29.99,414.486741030692,6822.59857879372,81871.1829455246,7840.461970622,149999,125000,68127.8170544754,43128.8170544754,60287.3550838534,35288.3550838534,"Food Secure",60.044,1
"33","51","153","900100","15303","51153900100","51246","$125,000 to $149,999","3",137292.001645141,94,50119138.6814073,7079.48717644204,901.132867371682,1840,1025.68975643225,328.35213836478,970.056437798839,2707.04287226776,29.99,509.522119996755,7410.65332486038,88927.8398983246,10813.5944084602,149999,125000,61071.1601016754,36072.1601016754,50257.5656932152,25258.5656932152,"Food Secure",21.257,1
"34","51","153","900100","15303","51153900100","51246","$125,000 to $149,999","4",135993.501842595,67,43036829.4856623,6560.24614520387,1125.00142393461,2300,1122.0635461464,636.533672537508,958.265068760263,2409.14943642974,29.99,617.185371137877,8073.18709501179,96878.2451401414,13500.0170872153,149999,125000,53120.7548598586,28121.7548598586,39620.7377726433,14621.7377726433,"Food Secure",22.789,1
"35","51","153","900100","15303","51153900100","51246","$125,000 to $149,999","5",138932.678323494,79,59329717.2236564,7702.57860872944,1508.79974658178,2750,1472.32705260664,1014.93457606735,894.530686253793,2326.59958333333,29.99,767.058206150957,9255.44010441208,111065.281252945,18105.5969589814,149999,125000,38933.7187470551,13934.7187470551,20828.1217880737,-4170.87821192627,"At-Risk",9.109,1
"36","51","153","900100","15303","51153900100","51246","$150,000 to $199,999","1",173875.593947578,76,212583905.673217,14580.2573939289,356.717189855124,1590,441.963878787879,0,1222.24857617188,4407.52157245711,29.99,364.091964481488,8055.81599189835,96669.7919027802,4280.60627826148,199999,150000,103329.20809722,53330.2080972198,99048.6018189583,49049.6018189583,"Food Secure",104.331,1
"37","51","153","900100","15303","51153900100","51246","$150,000 to $199,999","2",173533.867644384,207,204406702.055889,14297.0871878117,652.616609072603,1620,864.173785058506,13.1568090523338,1224.891471949,3895.60379826958,29.99,440.482867513244,8088.29873184266,97059.5847821119,7831.39930887123,199999,150000,102939.415217888,52940.4152178881,95108.0159090168,45109.0159090168,"Food Secure",156.534,1
"38","51","153","900100","15303","51153900100","51246","$150,000 to $199,999","3",171951.57109228,127,201471204.923964,14194.0552670463,896.247623151238,1840,1075.9498442274,324.151467926013,1216.9730784254,3666.87178614947,29.99,538.331201373005,8692.26737810129,104307.208537215,10754.9714778149,199999,150000,95691.7914627845,45692.7914627845,84936.8199849697,34937.8199849697,"Food Secure",33.264,2
"39","51","153","900100","15303","51153900100","51246","$150,000 to $199,999","4",172773.737451486,117,186272024.556133,13648.1509574056,1125.13826108134,2300,1167.57937179543,627.73712099474,1219.70013170498,3498.74730689655,29.99,647.014488557649,9490.76841994935,113889.221039392,13501.6591329761,199999,150000,86109.7789606078,36110.7789606078,72608.1198276317,22609.1198276317,"Food Secure",37.146,1
"40","51","153","900100","15303","51153900100","51246","$150,000 to $199,999","5",172203.206287116,101,172612069.49516,13138.1912566061,1497.73746760648,2750,1494.54361717308,1037.13062697339,1189.4990087963,3349.93560444444,29.99,799.890072054925,10650.9889294421,127811.867153306,17972.8496112777,199999,150000,72187.1328466944,22188.1328466944,54214.2832354166,4215.28323541665,"Food Secure",12.725,2
"41","51","153","900100","15303","51153900100","51246","$200,000 or more","1",263732.737784727,32,9206692649.18753,95951.5119692625,356.717189855124,1590,441.963878787879,0,1819.58396344486,7013.269505886,29.99,423.825503208786,11318.6328513275,135823.59421593,4280.60627826148,1e+07,2e+05,9864176.40578407,64176.4057840698,9859895.79950581,59895.7995058083,"Food Secure",40.213,1
"42","51","153","900100","15303","51153900100","51246","$200,000 or more","2",292031.400511908,277,11028448038.2066,105016.417945989,653.974220633772,1620,882.481540694908,0,2027.98574819305,7069.57273432035,29.99,521.443150952173,12151.4731741605,145817.678089926,7847.69064760526,1e+07,2e+05,9854182.32191007,54182.3219100742,9846334.63126247,46334.631262469,"Food Secure",194.3,1
"43","51","153","900100","15303","51153900100","51246","$200,000 or more","3",289105.591725974,172,11501812544.8183,107246.503648456,920.768927260454,1840,1143.51640235149,139.536891747053,1984.35802320595,6939.4149265355,29.99,605.817024456495,12682.6332682965,152191.599219558,11049.2271271255,1e+07,2e+05,9847808.40078044,47808.4007804421,9836759.17365332,36759.1736533167,"Food Secure",35.267,2
"44","51","153","900100","15303","51153900100","51246","$200,000 or more","4",290622.584826863,186,10930796986.7021,104550.4518723,1147.86992114677,2300,1259.31717981758,431.0021449744,1993.59114009251,6757.73265717927,29.99,716.177038603126,13487.8101606669,161853.721928003,13774.4390537613,1e+07,2e+05,9838146.278072,38146.2780719973,9824371.83901824,24371.8390182361,"Food Secure",66.149,3
"45","51","153","900100","15303","51153900100","51246","$200,000 or more","5",329872.014945125,147,32801628640.9256,181112.199039506,1598.70746799022,2750,1710.959738437,887.451294452347,2161.72276508755,8167.41939462164,29.99,913.883126596712,16621.4263191953,199457.115830343,19184.4896158826,1e+07,2e+05,9800542.88416966,542.884169656958,9781358.39455377,-18641.6054462256,"At-Risk",16.07,1
"46","51","153","900201","15303","51153900201","51246","Less than $35,000","1",19556.6270820996,166,100667526.143324,10033.3207934026,356.717189855124,1590,458.037575757576,0,45.5480142184826,213.267401121886,29.99,248.029277983118,2584.87226908106,31018.4672289728,4280.60627826148,35000,0,3981.53277102725,-31018.4672289728,-299.073507234236,-35299.0735072342,"Food Insecure",64.92,2
"47","51","153","900201","15303","51153900201","51246","Less than $35,000","2",22986.0763512597,83,72953999.3154235,8541.31133465017,648.168503692559,1620,790.465054275257,45.9347433903577,21.3691553519932,126.43187192536,29.99,315.592745671017,2949.78357061398,35397.4028473678,7778.02204431071,35000,0,-397.402847367819,-35397.4028473678,-8175.42489167853,-43175.4248916785,"Food Insecure",24.978,1
"48","51","153","900201","15303","51153900201","51246","Less than $35,000","3",23140.7220702159,32,87245873.9386534,9340.54998052328,875.559582794823,1840,898.394569579998,485.902291917973,19.3580997207679,-138.688557591623,29.99,414.920454401356,3549.87685802847,42598.5222963417,10506.7149935379,35000,0,-7598.52229634167,-42598.5222963417,-18105.2372898795,-53105.2372898795,"Food Insecure",4.903,1
"49","51","153","900201","15303","51153900201","51246","Less than $35,000","4",23231.0655561649,27,42569261.2604571,6524.51233889991,1110.41823260706,2300,847.369515151515,726.211783783784,0,-488.444400783828,29.99,501.398953154236,3916.52585130571,46998.3102156685,13325.0187912847,35000,0,-11998.3102156685,-46998.3102156685,-25323.3290069532,-60323.3290069532,"Food Insecure",17.4,1
"50","51","153","900201","15303","51153900201","51246","Less than $35,000","5",25157.8652776936,37,87461166.7834684,9352.06751384251,1369.90935974697,2750,1172.87537867006,1506.91250388802,0,-489.666500762777,29.99,682.968724230505,5653.08010602581,67836.9612723098,16438.9123169636,35000,0,-32836.9612723098,-67836.9612723098,-49275.8735892734,-84275.8735892734,"Food Insecure",8.799,1
"51","51","153","900201","15303","51153900201","51246","$35,000 to $49,999","1",43933.6822014918,91,14880393.6249054,3857.51132531136,356.717189855124,1590,458.037575757576,0,218.04420867934,694.575736618309,29.99,265.278897429204,3255.92641848443,39071.1170218131,4280.60627826148,49999,35000,10927.8829781869,-4071.11702181313,6647.27669992539,-8351.72330007461,"At-Risk",32.574,1
"52","51","153","900201","15303","51153900201","51246","$35,000 to $49,999","2",42966.3047860317,65,17860405.3968096,4226.15728491139,653.026273624084,1620,871.109267553585,14.2612195121951,178.685670483174,561.692187441248,29.99,336.707243117304,3612.4455881075,43349.3470572901,7836.31528348901,49999,35000,6649.65294270994,-8349.34705729006,-1186.66234077907,-16185.6623407791,"Food Insecure",20.121,2
"53","51","153","900201","15303","51153900201","51246","$35,000 to $49,999","3",42131.4343301617,30,22211825.0937977,4712.94229688819,891.608178098337,1840,975.1952897395,468.659649122807,102.999403255588,290.858007774538,29.99,430.845252021623,4138.54760191406,49662.5712229687,10699.29813718,49999,35000,336.428777031324,-14662.5712229687,-10362.8693601487,-25361.8693601487,"Food Insecure",5.113,1
"54","51","153","900201","15303","51153900201","51246","$35,000 to $49,999","4",42097.680913906,35,15988817.5323592,3998.60194722595,1107.08268423264,2300,980.887685976575,837.635935422602,45.5803915967692,-11.1611540851196,29.99,530.117669722859,4713.05052863369,56556.6063436042,13284.9922107917,49999,35000,-6557.60634360423,-21556.6063436042,-19842.598554396,-34841.598554396,"Food Insecure",24.045,1
"55","51","153","900201","15303","51153900201","51246","$35,000 to $49,999","5",43299.7234883782,27,19318294.498326,4395.25818335237,1421.98194613014,2750,1324.2744418276,1001.01160621762,4.15992087845969,-71.2858152827918,29.99,653.141791505382,5691.29194514627,68295.5033417552,17063.7833535617,49999,35000,-18296.5033417552,-33295.5033417552,-35360.286695317,-50359.286695317,"Food Insecure",4.148,1
"56","51","153","900201","15303","51153900201","51246","$50,000 to $59,999","1",55171.816042812,62,6986833.83349341,2643.26196838176,356.717189855124,1590,458.037575757576,0,379.487195467836,946.760747300945,29.99,281.423196108054,3685.69871463441,44228.3845756129,4280.60627826148,59999,50000,15770.6154243871,5771.61542438708,11490.0091461256,1491.0091461256,"Food Secure",45.734,1
"57","51","153","900201","15303","51153900201","51246","$50,000 to $59,999","2",55712.4013858716,49,8810362.36336374,2968.22545696309,650.645342511465,1620,904.644623777885,20.011265597148,280.127601758147,842.67456189251,29.99,350.541883364465,4047.98993639016,48575.8792366819,7807.74411013758,59999,50000,11423.1207633181,1424.12076331813,3615.37665318056,-6383.62334681944,"At-Risk",24.946,1
"58","51","153","900201","15303","51153900201","51246","$50,000 to $59,999","3",54456.9656628536,16,6639519.65220869,2576.72653811162,895.993265239928,1840,917.711,393.626285714286,216.083814686469,626.775764576458,29.99,429.340436564068,4453.52730154128,53442.3276184954,10751.9191828791,59999,50000,6556.67238150464,-3442.32761849536,-4195.24680137449,-14194.2468013745,"Food Insecure",1.885,1
"59","51","153","900201","15303","51153900201","51246","$50,000 to $59,999","4",54830.1747350192,24,7724191.94850155,2779.24305315342,1092.07347815732,2300,1037.19085664336,930.748205128205,159.532057358294,398.050612324493,29.99,554.953459728718,5410.46519118307,64925.5822941968,13104.8817378878,59999,50000,-4926.58229419679,-14925.5822941968,-18031.4640320846,-28030.4640320846,"Food Insecure",35.892,1
"60","51","153","900201","15303","51153900201","51246","$50,000 to $59,999","5",56303.5324200455,17,6415420.41833065,2532.8680222883,1539.50490066807,2750,1206.36841584728,1308.07962049336,69.6907526208651,165.677959287532,29.99,690.363368962957,6220.17011721199,74642.0414065439,18474.0588080168,59999,50000,-14643.0414065439,-24642.0414065439,-33117.1002145607,-43116.1002145607,"Food Insecure",4.543,1
"61","51","153","900201","15303","51153900201","51246","$60,000 to $74,999","1",68274.3489362885,90,18508159.9304129,4302.11110158871,356.717189855124,1590,458.037575757576,0,481.422650764999,1339.5970259584,29.99,291.61674163777,4190.66399411874,50287.9679294249,4280.60627826148,74999,60000,24711.0320705751,9712.03207057509,20430.4257923136,5431.42579231361,"Food Secure",21.086,1
"62","51","153","900201","15303","51153900201","51246","$60,000 to $74,999","2",67850.004165016,89,19754176.5856307,4444.56708641356,640.081306652297,1620,837.089116228956,108.283875555556,402.03304515122,1158.70131117367,29.99,363.747734358803,4519.8450824682,54238.1409896184,7680.97567982756,74999,60000,20760.8590103816,5761.85901038157,13079.883330554,-1919.11666944599,"At-Risk",16.315,1
"63","51","153","900201","15303","51153900201","51246","$60,000 to $74,999","3",68572.5981956347,30,20598277.52314,4538.53252969943,880.432027342568,1840,1016.32961406127,424.95365253078,338.427541274238,945.248598799631,29.99,453.013283520886,5047.9626901868,60575.5522822416,10565.1843281108,74999,60000,14423.4477177584,-575.552282241639,3858.26338964755,-11140.7366103525,"At-Risk",3.893,1
"64","51","153","900201","15303","51153900201","51246","$60,000 to $74,999","4",67880.612513764,43,17120204.2458287,4137.65685452875,1138.32206528459,2300,1105.11436650993,658.589525862069,296.515467842245,698.043094425483,29.99,552.853142549883,5641.10559718961,67693.2671662753,13659.8647834151,74999,60000,7305.73283372472,-7693.26716627528,-6354.13194969035,-21353.1319496903,"Food Insecure",10.743,1
"65","51","153","900201","15303","51153900201","51246","$60,000 to $74,999","5",69523.7955726937,35,22606190.1370051,4754.59673757986,1470.2856677419,2750,1277.68376395534,1298.34629853322,179.149380057367,491.851976147343,29.99,700.545511028783,6727.56692972205,80730.8031566647,17643.4280129028,74999,60000,-5731.80315666465,-20730.8031566647,-23375.2311695674,-38374.2311695674,"Food Insecure",5.964,1
"66","51","153","900201","15303","51153900201","51246","$75,000 to $99,999","1",87685.9386634261,134,56749617.0840265,7533.23417159101,356.717189855124,1590,458.037575757576,0,621.580242341757,1915.95080824972,29.99,305.632500795446,4921.1911271445,59054.293525734,4280.60627826148,99999,75000,40944.706474266,15945.706474266,36664.1001960045,11665.1001960045,"Food Secure",31.472,1
"67","51","153","900201","15303","51153900201","51246","$75,000 to $99,999","2",87182.5387522176,169,45201350.569558,6723.19496739147,650.485534648132,1620,864.721157231276,46.5805496564647,624.801841773535,1610.21547430355,29.99,383.657908330941,5179.96693129577,62159.6031755493,7805.82641577758,99999,75000,37839.3968244507,12840.3968244507,30033.5704086732,5034.57040867316,"Food Secure",30.312,2
"68","51","153","900201","15303","51153900201","51246","$75,000 to $99,999","3",87691.2023274916,72,39397603.745715,6276.75105016242,906.352952075563,1840,1067.20568814638,280.479904534606,516.006033502963,1368.24423165138,29.99,464.003457825951,5565.92931566128,66791.1517879353,10876.2354249068,99999,75000,33207.8482120647,8208.84821206468,22331.6127871579,-2667.38721284207,"At-Risk",9.56,1
"69","51","153","900201","15303","51153900201","51246","$75,000 to $99,999","4",88849.2669205172,74,43883545.4849562,6624.46567543045,1099.2474457951,2300,1091.53048641711,811.089054117647,438.481815450346,1153.63493764434,29.99,577.033880178021,6401.76017380747,76821.1220856896,13190.9693495412,99999,75000,23177.8779143104,-1821.12208568963,9986.90856476915,-15012.0914352309,"At-Risk",29.05,1
"70","51","153","900201","15303","51153900201","51246","$75,000 to $99,999","5",86461.6414927852,74,42906668.5897524,6550.31820522884,1545.80064600629,2750,1586.19920325762,1197.46946573125,345.872034243427,899.589746276889,29.99,745.533134923859,7554.65358443304,90655.8430131965,18549.6077520755,99999,75000,9343.15698680354,-15655.8430131965,-9206.45076527199,-34205.450765272,"Food Insecure",10.605,1
"71","51","153","900201","15303","51153900201","51246","$100,000 to $124,999","1",111702.599327964,102,46933153.2148224,6850.77756278968,356.717189855124,1590,458.037575757576,0,799.821476695867,2669.66505727763,29.99,323.456624230857,5870.97073396193,70451.6488075431,4280.60627826148,124999,1e+05,54547.3511924569,29548.3511924569,50266.7449141954,25267.7449141954,"Food Secure",20.135,1
"72","51","153","900201","15303","51153900201","51246","$100,000 to $124,999","2",110588.79491919,148,54218217.5205033,7363.3020799437,653.281785890146,1620,893.779708769943,11.4495950155763,791.565180282738,2202.48056994047,29.99,400.00662699584,5949.27168100457,71391.2601720549,7839.38143068175,124999,1e+05,53607.7398279451,28608.7398279451,45768.3583972634,20769.3583972634,"Food Secure",19.644,1
"73","51","153","900201","15303","51153900201","51246","$100,000 to $124,999","3",112786.105940359,73,48700288.4705371,6978.55919732269,903.639520081683,1840,1118.17769501598,254.997743451981,796.984366845539,2073.65479271886,29.99,494.378932539518,6608.18353057187,79298.2023668624,10843.6742409802,124999,1e+05,45700.7976331376,20701.7976331376,34857.1233921574,9858.12339215737,"Food Secure",7.563,1
