"","STATEFP","COUNTYFP","TRACTCE","PUMA20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","num_hh","moe"
"11","24","033","800102","01102","24033800102","01102","$50,000 to $59,999","1",55000.150691689,61,6667948.43349421,2582.23709862093,357.697182134945,1550,435.12,0,386.854105942098,946.413546865003,29.99,275.966128807704,3624.34378161481,43492.1253793777,4292.36618561934,59999,50000,16506.8746206223,6507.87462062233,12214.508435003,2215.50843500299,"Food Secure",46.181,1
"12","24","033","800102","01102","24033800102","01102","$50,000 to $59,999","2",54853.9195035349,55,7982180.53401399,2825.27530234029,647.221450306128,1570,759.152804399057,93.2273998428908,275.931723855932,798.786418079096,29.99,337.552337840401,3864.64068401738,46375.6882082085,7766.65740367354,59999,50000,13623.3117917915,3624.31179179146,5856.65438811793,-4142.34561188207,"At-Risk",35.308,2
"13","24","033","800102","01102","24033800102","01102","$50,000 to $59,999","3",53023.3770469799,13,7180410.96127286,2679.62888499002,886.775338398409,1790,1010.41288590604,366.910201342282,199.318946688742,639.231520419426,29.99,428.340737233547,4464.20429159004,53570.4514990804,10641.3040607809,59999,50000,6428.54850091956,-3570.45149908044,-4212.75555986134,-14211.7555598613,"Food Insecure",5.423,3
"14","24","033","800102","01102","24033800102","01102","$50,000 to $59,999","4",55042.5814460641,14,7642191.08285956,2764.45131678233,1119.92325475889,2240,1189.92,486.522915451895,155.334804216867,417.54984437751,29.99,522.169097442765,5041.48666148904,60497.8399378685,13439.0790571067,59999,50000,-498.839937868455,-10497.8399378685,-13937.9189949751,-23936.9189949751,"Food Insecure",5.99,1
"15","24","033","800102","01102","24033800102","01102","$50,000 to $59,999","5",55827.0147104478,12,3210377.14839364,1791.7525354785,1375.25221914775,2670,1120.92107462687,1288.24513432836,86.7364894029851,181.361004975124,29.99,657.114491750596,6034.36819508393,72412.4183410071,16503.026629773,59999,50000,-12413.4183410071,-22412.4183410071,-28916.4449707802,-38915.4449707802,"Food Insecure",1.098,1
"16","24","033","800102","01102","24033800102","01102","$60,000 to $74,999","1",67153.6473871297,85,16147563.8100854,4018.40314180713,357.697182134945,1550,435.12,0,477.108174682899,1280.3941591272,29.99,284.991535681784,4057.60386949188,48691.2464339025,4292.36618561935,74999,60000,26307.7535660975,11308.7535660975,22015.3873804781,7016.38738047812,"Food Secure",116,1
"17","24","033","800102","01102","24033800102","01102","$60,000 to $74,999","2",69464.6057889299,59,13501650.9115088,3674.45926790716,641.822133139546,1570,763.306450184502,115.277579335793,414.178327314087,1134.25184537837,29.99,353.457448997393,4380.46165121015,52565.5398145218,7701.86559767455,74999,60000,22433.4601854782,7434.46018547824,14731.5945878037,-267.405412196315,"At-Risk",43.158,1
"18","24","033","800102","01102","24033800102","01102","$60,000 to $74,999","3",67583.2335956284,27,16308972.4230567,4038.43687867678,906.846935029697,1790,1121.68229508197,197.744590163934,340.446440882779,1044.85591292812,29.99,438.671026115838,4963.39026517264,59560.6831820717,10882.1632203564,74999,60000,15438.3168179283,439.316817928309,4556.15359757195,-10442.8464024281,"At-Risk",15.078,2
"19","24","033","800102","01102","24033800102","01102","$60,000 to $74,999","4",66782.7521005025,13,12839014.1572302,3583.15700984902,1105.04014172837,2240,1062.65487437186,700.427135678392,274.787915252976,736.647741815476,29.99,541.29000670316,5585.79767382186,67029.5720858624,13260.4817007405,74999,60000,7969.42791413763,-7029.57208586237,-5291.05378660286,-20290.0537866029,"Food Insecure",6.818,1
"20","24","033","800102","01102","24033800102","01102","$60,000 to $74,999","5",66407.04099729,15,17067667.6482056,4131.30338370418,1419.29111310809,2670,1221.63772357724,1780.71815718157,185.490657029795,394.507777001862,29.99,730.71276508967,7013.05707988013,84156.6849585616,17031.4933572971,74999,60000,-9157.68495856161,-24156.6849585616,-26189.1783158587,-41188.1783158587,"Food Insecure",0.946,1
"21","24","033","800102","01102","24033800102","01102","$75,000 to $99,999","1",84729.2564501551,102,49003142.093518,7000.22443165346,357.697182134945,1550,435.12,0,604.768999581772,1785.66907191448,29.99,297.757618171672,4703.30568966792,56439.6682760151,4292.36618561934,99999,75000,43559.3317239849,18560.3317239849,39266.9655383656,14267.9655383656,"Food Secure",136.687,1
"22","24","033","800102","01102","24033800102","01102","$75,000 to $99,999","2",86813.832504065,89,50524960.8556551,7108.09122448883,651.886183019624,1570,817.176585365854,24.7299883855981,608.43302805602,1521.39113661658,29.99,370.221578482709,4941.94231690676,59303.3078028812,7822.63419623549,99999,75000,40695.6921971188,15696.6921971188,32873.0580008834,7874.05800088335,"Food Secure",61.221,1
"23","24","033","800102","01102","24033800102","01102","$75,000 to $99,999","3",88569.4269559435,53,44602878.5844119,6678.53865635379,918.003011779974,1790,1081.83201995012,184.548162926018,543.311997654691,1508.76656258911,29.99,454.768519231081,5593.21726235102,67118.6071482123,11016.0361413597,99999,75000,32880.3928517877,7881.39285178774,21864.356710428,-3134.64328957195,"At-Risk",19.942,1
"24","24","033","800102","01102","24033800102","01102","$75,000 to $99,999","4",86712.6329477197,39,43165705.8457748,6570.0613273983,1137.42387210035,2240,1267.12364849833,477.13850945495,434.707777115614,1265.39579558999,29.99,558.638380716924,6272.99411137581,75275.9293365097,13649.0864652042,99999,75000,24723.0706634903,-275.929336509682,11073.9841982861,-13925.0158017139,"At-Risk",15.588,1
"25","24","033","800102","01102","24033800102","01102","$75,000 to $99,999","5",86374.212214876,27,70797278.2306729,8414.11185037809,1495.0300506924,2670,1471.97619834711,686.674820936639,384.486863937198,1009.92153864734,29.99,673.815793391335,6926.86521525962,83122.3825831155,17940.3606083088,99999,75000,16876.6174168845,-8122.38258311545,-1063.74319142427,-26062.7431914243,"Food Insecure",1.562,1
"26","24","033","800102","01102","24033800102","01102","$100,000 to $124,999","1",111382.322226588,71,51608314.1694747,7183.89268916753,357.697182134945,1550,435.12,0,797.755097240953,2567.18808664869,29.99,317.05622793759,5697.10941182723,68365.3129419267,4292.36618561935,124999,1e+05,56633.6870580733,31634.6870580733,52341.3208724539,27342.3208724539,"Food Secure",38.676,2
"27","24","033","800102","01102","24033800102","01102","$100,000 to $124,999","2",110254.508935977,89,53886335.7273299,7340.73128014709,655.664190993046,1570,848.052577903683,0,782.89806973266,2193.51524537297,29.99,388.660483862939,5813.11637687225,69757.396522467,7867.97029191655,124999,1e+05,55241.603477533,30242.603477533,47373.6331856164,22374.6331856165,"Food Secure",36.523,1
"28","24","033","800102","01102","24033800102","01102","$100,000 to $124,999","3",111018.102405458,50,60364456.0429805,7769.45661182174,904.841582868933,1790,1015.28,283.501013645224,784.075240799804,1988.85651292116,29.99,480.768783731396,6372.47155109759,76469.6586131711,10858.0989944272,124999,1e+05,48529.3413868289,23530.3413868289,37671.2423924017,12672.2423924017,"Food Secure",17.179,1
"29","24","033","800102","01102","24033800102","01102","$100,000 to $124,999","4",110713.740661157,37,49261231.4978851,7018.63458928338,1094.63765241504,2240,1103.98214876033,804.859214876033,720.616913471503,1665.00212348877,29.99,599.40859295229,7163.85899354893,85966.3079225872,13135.6518289805,124999,1e+05,39032.6920774128,14033.6920774128,25897.0402484324,898.040248432375,"Food Secure",11.724,1
"30","24","033","800102","01102","24033800102","01102","$100,000 to $124,999","5",111619.124554371,40,39521322.1091302,6286.59861205805,1490.86026851269,2670,1445.91582089552,984.534925373135,559.563222453222,1521.70631063756,29.99,718.086423723457,7929.7967030829,95157.5604369948,17890.3232221523,124999,1e+05,29841.4395630052,4842.43956300523,11951.116340853,-13047.883659147,"At-Risk",2.898,2
"31","24","033","800102","01102","24033800102","01102","$125,000 to $149,999","1",135698.132965517,32,59538156.1340386,7716.0972086955,357.697182134945,1550,435.12,0,954.315015765766,3250.60396793853,29.99,332.712219790071,6552.74120349436,78632.8944419324,4292.36618561934,149999,125000,71366.1055580676,46367.1055580676,67073.7393724483,42074.7393724483,"Food Secure",11.025,2
"32","24","033","800102","01102","24033800102","01102","$125,000 to $149,999","2",137528.641701416,82,49732686.9299192,7052.14059204148,647.235537837141,1570,820.12,75.2246589446589,975.474088067553,2949.0384042082,29.99,411.804428484935,6831.65157970534,81979.8189564641,7766.82645404569,149999,125000,68019.1810435359,43020.1810435359,60252.3545894902,35253.3545894902,"Food Secure",13.106,2
"33","24","033","800102","01102","24033800102","01102","$125,000 to $149,999","3",133351.19260767,46,37255674.0495749,6103.74262641987,914.507623765231,1790,1142.99221238938,206.597374631268,954.618667728238,2880.87939136589,29.99,503.870587851412,7508.94823396619,90107.3788075943,10974.0914851828,149999,125000,59891.6211924057,34892.6211924057,48917.529707223,23918.529707223,"Food Secure",9.525,1
"34","24","033","800102","01102","24033800102","01102","$125,000 to $149,999","4",139376.603392954,32,41134809.9280415,6413.64248520617,1131.3744865127,2240,1186.26211382114,662.071924119241,989.180922619048,2490.61633156966,29.99,623.887944707213,8222.0092368363,98664.1108420356,13576.4938381524,149999,125000,51334.8891579644,26335.8891579644,37758.3953198119,12759.3953198119,"Food Secure",5.031,1
"35","24","033","800102","01102","24033800102","01102","$125,000 to $149,999","5",139878.606541353,27,34249691.0020951,5852.32355582764,1424.78885883967,2670,1376.51684210526,1009.77706766917,957.321515772604,2222.27462719298,29.99,746.839428438671,9012.71948117869,108152.633774144,17097.466306076,149999,125000,41846.3662258557,16847.3662258557,24748.8999197796,-250.100080220371,"At-Risk",1.313,1
"36","24","033","800102","01102","24033800102","01102","$150,000 to $199,999","1",172590.905335135,41,156271618.972099,12500.8647289737,357.697182134945,1550,435.12,0,1222.97224852246,4310.12869483846,29.99,359.57794306574,7907.78888642666,94893.4666371199,4292.36618561935,199999,150000,105105.53336288,55106.5333628801,100813.167177261,50814.1671772608,"Food Secure",29.683,1
"37","24","033","800102","01102","24033800102","01102","$150,000 to $199,999","2",167516.839610548,100,196642632.58223,14022.9323817178,655.71809338717,1570,858.545598377282,0,1189.4648416586,3827.63847806805,29.99,430.371853342306,7906.01077144624,94872.1292573549,7868.61712064604,199999,150000,105126.870742645,55127.8707426451,97258.253621999,47259.253621999,"Food Secure",54.376,2
"38","24","033","800102","01102","24033800102","01102","$150,000 to $199,999","3",172819.800713805,51,155207966.806637,12458.2489462459,925.061489671296,1790,1111.97333333333,122.396318742985,1231.80380230398,3685.0909671126,29.99,521.122494405159,8492.37691589805,101908.522990777,11100.7378760556,199999,150000,98090.4770092234,48091.4770092234,86989.7391331679,36990.7391331679,"Food Secure",13.291,2
"39","24","033","800102","01102","24033800102","01102","$150,000 to $199,999","4",172023.073325342,45,172648407.502172,13139.5740989643,1148.44589657681,2240,1407.06184931507,388.143938356164,1232.91362160141,3603.20308931485,29.99,644.655530584946,9545.96802917244,114551.616350069,13781.3507589218,199999,150000,85447.3836499307,35448.3836499307,71666.032891009,21667.0328910089,"Food Secure",16.282,1
"40","24","033","800102","01102","24033800102","01102","$150,000 to $199,999","5",171839.245766965,32,184346960.906787,13577.4430916424,1684.6522397225,2670,1748.83697823303,995.306632522407,1217.70538949921,3264.81953483769,29.99,834.649123997715,10761.3076590901,129135.691909081,20215.82687667,199999,150000,70863.3080909193,20864.3080909193,50647.4812142494,648.481214249376,"Food Secure",2.368,1
"41","24","033","800102","01102","24033800102","01102","$200,000 or more","1",256378.234523985,15,5629526329.62844,75030.1694628796,357.697182134945,1550,435.12,0,1849.19951983395,7145.11063653136,29.99,422.200670196889,11431.6208265622,137179.449918746,4292.36618561934,1e+07,2e+05,9862820.55008125,62820.5500812536,9858528.18389563,58528.1838956342,"Food Secure",14.146,1
"42","24","033","800102","01102","24033800102","01102","$200,000 or more","2",288979.686660657,87,10508915430.782,102513.001276824,655.7781672474,1570,870.24,0,2053.38234287767,6965.81301775451,29.99,517.939051012507,12007.3644116447,144088.372939736,7869.3380069688,1e+07,2e+05,9855911.62706026,55911.6270602637,9848042.2890533,48042.2890532949,"Food Secure",41.489,1
"43","24","033","800102","01102","24033800102","01102","$200,000 or more","3",300112.126030354,61,19177227207.878,138481.865989298,924.971849515944,1790,1186.85767284992,111.267925801012,2108.4247645953,7280.11923297785,29.99,615.151221276217,13121.8108175003,157461.729810004,11099.6621941913,1e+07,2e+05,9842538.27019,42538.2701899965,9831438.60799581,31438.6079958051,"Food Secure",21.1,2
"44","24","033","800102","01102","24033800102","01102","$200,000 or more","4",258382.627151759,54,3822477674.57618,61826.1892289681,1144.13658782331,2240,1231.01788944724,516.037427135678,1863.65683086265,5859.7461557789,29.99,702.483873526887,12442.9321767513,149315.186121016,13729.6390538797,1e+07,2e+05,9850684.81387898,50684.8138789839,9836955.1748251,36955.1748251042,"Food Secure",18.021,2
"45","24","033","800102","01102","24033800102","01102","$200,000 or more","5",276071.422387097,52,7241580489.34145,85097.4763981956,1755.03730583045,2670,1834.19180265655,1161.10018975332,1991.24220430108,6380.19164373814,29.99,944.15615025414,15010.8719907032,180130.463888439,21060.4476699654,1e+07,2e+05,9819869.53611156,19869.5361115613,9798809.0884416,-1190.91155840413,"At-Risk",3.244,1
"46","24","033","800103","01102","24033800103","01102","Less than $35,000","1",18855.6096255279,178,93649804.7532904,9677.2829220443,357.697182134945,1550,425.796,0,42.5894973253012,210.760172289157,29.99,240.607267946025,2499.74293756048,29996.9152507258,4292.36618561934,35000,0,5003.08474927422,-29996.9152507258,710.718563654873,-34289.2814363451,"At-Risk",93.407,2
"47","24","033","800103","01102","24033800103","01102","Less than $35,000","2",22234.1803494898,62,80921872.7606549,8995.65855069293,638.4583816721,1570,702.237535714286,198.669260204082,20.7850043473639,62.8611575255102,29.99,316.014018193783,2900.55697598502,34806.6837118203,7661.5005800652,35000,0,193.316288179703,-34806.6837118203,-7468.18429188549,-42468.1842918855,"Food Insecure",27.335,1
"48","24","033","800103","01102","24033800103","01102","Less than $35,000","3",26098.9387616708,34,63525744.3084701,7970.30390314385,908.746249414997,1790,933.194181818182,269.826437346437,14.05320282523,-82.5357150678931,29.99,394.581007140485,3349.10911406244,40189.3093687493,10904.95499298,35000,0,-5189.30936874928,-40189.3093687493,-16094.2643617292,-51094.2643617292,"Food Insecure",18.373,1
"49","24","033","800103","01102","24033800103","01102","Less than $35,000","4",19380.1439049881,19,130124814.877033,11407.226432268,1105.22121640007,2240,908.229947743468,944.68674584323,0,-423.024568487728,29.99,522.812790998677,4222.69491609765,50672.3389931718,13262.6545968008,35000,0,-15672.3389931718,-50672.3389931718,-28934.9935899726,-63934.9935899726,"Food Insecure",8.845,1
"50","24","033","800103","01102","24033800103","01102","Less than $35,000","5",20155.8948306709,13,85021576.6648131,9220.71454198714,1424.68586811226,2670,863.835335463259,1119.93220447284,0,-708.178019169329,29.99,610.844340804836,4586.42386157161,55037.0863388593,17096.2304173471,35000,0,-20037.0863388593,-55037.0863388593,-37133.3167562064,-72133.3167562064,"Food Insecure",21.041,1
"51","24","033","800103","01102","24033800103","01102","$35,000 to $49,999","1",42752.1152264845,92,15080819.6975803,3883.40310778837,357.697182134945,1550,425.796,0,215.180104667998,686.14366533533,29.99,257.866328680294,3164.97609868362,37979.7131842035,4292.36618561935,49999,35000,12019.2868157965,-2979.71318420347,7726.92063017718,-7272.07936982282,"At-Risk",38.052,1
"52","24","033","800103","01102","24033800103","01102","$35,000 to $49,999","2",43412.62885633,60,14306911.8453427,3782.4478641936,643.034363293888,1570,761.042210526316,79.133627311522,192.71527528568,589.340805373207,29.99,327.591547641741,3549.81346613846,42597.7615936616,7716.41235952665,49999,35000,7401.23840633842,-7597.76159366158,-315.173953188229,-15314.1739531882,"Food Insecure",17.089,2
"53","24","033","800103","01102","24033800103","01102","$35,000 to $49,999","3",42850.5291329879,23,19265329.8371628,4389.22884310705,894.990198223845,1790,861.152186528497,337.454576856649,106.1289834962,281.159033659066,29.99,401.971594510519,3807.85637505093,45694.2765006112,10739.8823786861,49999,35000,4304.72349938881,-10694.2765006112,-6435.15887929733,-21434.1588792973,"Food Insecure",12.918,1
"54","24","033","800103","01102","24033800103","01102","$35,000 to $49,999","4",43273.7286769231,15,26095666.6828112,5108.39179026151,1088.63037190006,2240,879.104972307692,1148.31704615385,46.1431601953602,-16.6739255189255,29.99,543.218555055696,4870.09980819367,58441.197698324,13063.5644628008,49999,35000,-8442.19769832402,-23441.197698324,-21505.7621611248,-36504.7621611248,"Food Insecure",4.214,1
"55","24","033","800103","01102","24033800103","01102","$35,000 to $49,999","5",41617.2797974683,9,17459258.3891075,4178.42774128111,1455.9697380856,2670,999.812126582279,2165.87139240506,12.0275518987342,-364.615,29.99,733.367080897167,6246.45315178324,74957.4378213989,17471.6368570272,49999,35000,-24958.4378213989,-39957.4378213989,-42430.0746784261,-57429.0746784261,"Food Insecure",2.727,1
"56","24","033","800103","01102","24033800103","01102","$50,000 to $59,999","1",55000.150691689,61,6667948.43349421,2582.23709862093,357.697182134945,1550,425.796,0,386.854105942098,946.413546865003,29.99,275.033728807704,3614.08738161481,43369.0485793777,4292.36618561934,59999,50000,16629.9514206223,6630.95142062233,12337.585235003,2338.58523500299,"Food Secure",47.092,2
"57","24","033","800103","01102","24033800103","01102","$50,000 to $59,999","2",54853.9195035349,55,7982180.53401399,2825.27530234029,647.221450306128,1570,742.885244304792,93.2273998428908,275.931723855932,798.786418079096,29.99,335.925581830974,3846.74636791369,46160.9564149642,7766.65740367354,59999,50000,13838.0435850358,3839.04358503578,6071.38618136224,-3927.61381863776,"At-Risk",30.735,2
"58","24","033","800103","01102","24033800103","01102","$50,000 to $59,999","3",53023.3770469799,13,7180410.96127286,2679.62888499002,886.775338398409,1790,988.761181208054,366.910201342282,199.318946688742,639.231520419426,29.99,426.175566763749,4440.38741642225,53284.648997067,10641.3040607809,59999,50000,6714.35100293299,-3284.64899706701,-3926.95305784791,-13925.9530578479,"Food Insecure",18.013,2
"59","24","033","800103","01102","24033800103","01102","$50,000 to $59,999","4",55042.5814460641,14,7642191.08285956,2764.45131678233,1119.92325475889,2240,1164.42171428571,486.522915451895,155.334804216867,417.54984437751,29.99,519.619268871337,5013.43854720332,60161.2625664399,13439.0790571067,59999,50000,-162.262566439873,-10161.2625664399,-13601.3416235466,-23600.3416235466,"Food Insecure",11.192,1
"60","24","033","800103","01102","24033800103","01102","$50,000 to $59,999","5",55827.0147104478,12,3210377.14839364,1791.7525354785,1375.25221914775,2670,1096.90133731343,1288.24513432836,86.7364894029851,181.361004975124,29.99,654.712518019253,6007.94648403915,72095.3578084699,16503.026629773,59999,50000,-12096.3578084699,-22095.3578084699,-28599.3844382429,-38598.3844382429,"Food Insecure",23.969,1
"61","24","033","800103","01102","24033800103","01102","$60,000 to $74,999","1",67153.6473871297,85,16147563.8100854,4018.40314180713,357.697182134945,1550,425.796,0,477.108174682899,1280.3941591272,29.99,284.059135681784,4047.34746949188,48568.1696339025,4292.36618561935,74999,60000,26430.8303660975,11431.8303660975,22138.4641804781,7139.46418047811,"Food Secure",54.823,1
"62","24","033","800103","01102","24033800103","01102","$60,000 to $74,999","2",69464.6057889299,59,13501650.9115088,3674.45926790716,641.822133139546,1570,746.949883394834,115.277579335793,414.178327314087,1134.25184537837,29.99,351.821792318426,4362.46942774151,52349.6331328981,7701.86559767455,74999,60000,22649.3668671019,7650.36686710187,14947.5012694273,-51.4987305726845,"At-Risk",22.141,2
"63","24","033","800103","01102","24033800103","01102","$60,000 to $74,999","3",67583.2335956284,27,16308972.4230567,4038.43687867678,906.846935029697,1790,1097.64624590164,197.744590163934,340.446440882779,1044.85591292812,29.99,436.267421197805,4936.95061107428,59243.4073328914,10882.1632203564,74999,60000,15755.5926671086,756.592667108649,4873.42944675229,-10125.5705532477,"At-Risk",25.703,1
"64","24","033","800103","01102","24033800103","01102","$60,000 to $74,999","4",66782.7521005025,13,12839014.1572302,3583.15700984902,1105.04014172837,2240,1039.88369849246,700.427135678392,274.787915252976,736.647741815476,29.99,539.01288911522,5560.74938035453,66728.9925642543,13260.4817007405,74999,60000,8270.00743574568,-6728.99256425432,-4990.47426499481,-19989.4742649948,"Food Insecure",7.915,2
"65","24","033","800103","01102","24033800103","01102","$60,000 to $74,999","5",66407.04099729,15,17067667.6482056,4131.30338370418,1419.29111310809,2670,1195.45977235772,1780.71815718157,185.490657029795,394.507777001862,29.99,728.094969967718,6984.26133353867,83811.1360024641,17031.4933572971,74999,60000,-8812.13600246406,-23811.1360024641,-25843.6293597612,-40842.6293597612,"Food Insecure",11.419,1
"66","24","033","800103","01102","24033800103","01102","$75,000 to $99,999","1",84729.2564501551,102,49003142.093518,7000.22443165346,357.697182134945,1550,425.796,0,604.768999581772,1785.66907191448,29.99,296.825218171672,4693.04928966792,56316.5914760151,4292.36618561934,99999,75000,43682.4085239849,18683.4085239849,39390.0423383656,14391.0423383656,"Food Secure",43.409,2
"67","24","033","800103","01102","24033800103","01102","$75,000 to $99,999","2",86813.832504065,89,50524960.8556551,7108.09122448883,651.886183019624,1570,799.665658536585,24.7299883855981,608.43302805602,1521.39113661658,29.99,368.470485799783,4922.68029739457,59072.1635687348,7822.63419623549,99999,75000,40926.8364312652,15927.8364312652,33104.2022350297,8105.20223502969,"Food Secure",22.864,1
"68","24","033","800103","01102","24033800103","01102","$75,000 to $99,999","3",88569.4269559435,53,44602878.5844119,6678.53865635379,918.003011779974,1790,1058.64990523691,184.548162926018,543.311997654691,1508.76656258911,29.99,452.450307759759,5567.71693616648,66812.6032339978,11016.0361413597,99999,75000,33186.3967660022,8187.3967660022,22170.3606246425,-2828.63937535748,"At-Risk",18.117,1
"69","24","033","800103","01102","24033800103","01102","$75,000 to $99,999","4",86712.6329477197,39,43165705.8457748,6570.0613273983,1137.42387210035,2240,1239.97099888765,477.13850945495,434.707777115614,1265.39579558999,29.99,555.923115755857,6243.12619680406,74917.5143616487,13649.0864652042,99999,75000,25081.4856383513,82.4856383512815,11432.3991731471,-13566.6008268529,"At-Risk",11.564,2
"70","24","033","800103","01102","24033800103","01102","$75,000 to $99,999","5",86374.212214876,27,70797278.2306729,8414.11185037809,1495.0300506924,2670,1440.43385123967,686.674820936639,384.486863937198,1009.92153864734,29.99,670.661558680591,6892.16863344144,82706.0236012973,17940.3606083088,99999,75000,17292.9763987027,-7706.02360129729,-647.384209606109,-25646.3842096061,"Food Insecure",9.046,1
"71","24","033","800103","01102","24033800103","01102","$100,000 to $124,999","1",111382.322226588,71,51608314.1694747,7183.89268916753,357.697182134945,1550,425.796,0,797.755097240953,2567.18808664869,29.99,316.12382793759,5686.85301182723,68242.2361419267,4292.36618561935,124999,1e+05,56756.7638580733,31757.7638580733,52464.3976724539,27465.3976724539,"Food Secure",19.933,1
"72","24","033","800103","01102","24033800103","01102","$100,000 to $124,999","2",110254.508935977,89,53886335.7273299,7340.73128014709,655.664190993046,1570,829.88002266289,0,782.89806973266,2193.51524537297,29.99,386.84322833886,5793.12656610738,69517.5187932885,7867.97029191655,124999,1e+05,55481.4812067115,30482.4812067115,47613.5109147949,22614.5109147949,"Food Secure",19.402,2
"73","24","033","800103","01102","24033800103","01102","$100,000 to $124,999","3",111018.102405458,50,60364456.0429805,7769.45661182174,904.841582868933,1790,993.524,283.501013645224,784.075240799804,1988.85651292116,29.99,478.593183731396,6348.53995109759,76182.479413171,10858.0989944272,124999,1e+05,48816.520586829,23817.520586829,37958.4215924018,12959.4215924018,"Food Secure",17.107,1
"74","24","033","800103","01102","24033800103","01102","$100,000 to $124,999","4",110713.740661157,37,49261231.4978851,7018.63458928338,1094.63765241504,2240,1080.32538842975,804.859214876033,720.616913471503,1665.00212348877,29.99,597.042916919233,7137.83655718529,85654.0386862235,13135.6518289805,124999,1e+05,39344.9613137765,14345.9613137765,26209.309484796,1210.30948479601,"Food Secure",9.934,2
