"","STATEFP","COUNTYFP","TRACTCE","PUMA20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","num_hh","moe"
"1215","24","033","800505","01105","24033800505","01105","$200,000 or more","5",309355.636044199,100,9994798795.72783,99973.9905961937,1578.94196124605,3580,2192.8161801955,626.933225669358,2214.62178049882,7357.94606294289,29.99,1022.33031476097,17024.6375640675,204295.65076881,18947.3035349525,1e+07,2e+05,9795704.34923119,-4295.65076881048,9776757.04569624,-23242.954303763,"At-Risk",13.512,1
"1216","24","033","800507","01105","24033800507","01105","Less than $35,000","1",20457.6084495055,173,95284889.2746312,9761.39791600727,357.695720701875,1673.85506291768,557.033946658675,0,52.8676089346024,243.651554600348,29.99,267.144233921283,2824.54240703259,33894.508884391,4292.3486484225,35000,0,1105.49111560895,-33894.508884391,-3186.85753281355,-38186.8575328135,"Food Insecure",37.459,1
"1217","24","033","800507","01105","24033800507","01105","Less than $35,000","2",21713.846638484,69,122175458.080883,11053.3007776358,654.584778451591,1696.92753145884,1093.20502040816,6.45271137026239,26.0483380792227,204.465836447434,29.99,350.720837976808,3407.81027574073,40893.7233088888,7855.01734141909,35000,0,-5893.72330888876,-40893.7233088888,-13748.7406503079,-48748.7406503079,"Food Insecure",28.185,1
"1218","24","033","800507","01105","24033800507","01105","Less than $35,000","3",17716.8883343653,18,79532131.2071905,8918.07889666774,868.143684158226,1933.85506291768,1038.80970897833,682.184520123839,6.05601971104231,-339.224176986584,29.99,455.903899588911,3807.57503433321,45690.9004119986,10417.7242098987,35000,0,-10690.9004119986,-45690.9004119986,-21108.6246218973,-56108.6246218973,"Food Insecure",4.51,1
"1219","24","033","800507","01105","24033800507","01105","Less than $35,000","4",22279.5641171548,13,55145501.6971319,7426.00173021337,1125.12167475699,2420.78259437652,1091.41516317992,747.742426778243,0,-657.397711111111,29.99,541.505185909167,4174.03765913273,50088.4519095928,13501.4600970839,35000,0,-15088.4519095928,-50088.4519095928,-28589.9120066767,-63589.9120066767,"Food Insecure",2.032,1
"1220","24","033","800507","01105","24033800507","01105","Less than $35,000","5",18484.1574702703,10,142372136.250502,11931.9795612674,1823.76203207181,2880.78259437652,1319.6064,2010.26010810811,0,-591.11863963964,29.99,806.440113455644,6455.96057630063,77471.5269156076,21885.1443848617,35000,0,-42471.5269156076,-77471.5269156076,-64356.6713004693,-99356.6713004693,"Food Insecure",3.813,2
"1221","24","033","800507","01105","24033800507","01105","$35,000 to $49,999","1",41967.6927935103,81,15783748.3998156,3972.87659005608,357.697182134945,1673.85506291768,557.368,0,211.393548986014,671.420262237762,29.99,283.030379403864,3427.05725354532,41124.6870425438,4292.36618561934,49999,35000,8874.31295745618,-6124.68704254382,4581.94677183684,-10417.0532281632,"At-Risk",35.423,1
"1222","24","033","800507","01105","24033800507","01105","$35,000 to $49,999","2",43373.1164382284,49,17025549.1174292,4126.20274797897,645.992641417027,1696.92753145884,1030.2863030303,99.1236363636364,182.080148387097,575.521504416283,29.99,368.44002606569,3982.36914972185,47788.4297966622,7751.91169700432,49999,35000,2210.57020333782,-12788.4297966622,-5541.3414936665,-20540.3414936665,"Food Insecure",49.947,1
"1223","24","033","800507","01105","24033800507","01105","$35,000 to $49,999","3",42745.6741609195,11,21237639.4657631,4608.43134545401,903.733357142187,1933.85506291768,1149.97190804598,421.930574712644,118.114730172414,297.619688697318,29.99,455.75956329909,4407.24152784512,52886.8983341414,10844.8002857062,49999,35000,-2887.89833414145,-17886.8983341414,-13732.6986198477,-28731.6986198477,"Food Insecure",3.351,2
"1224","24","033","800507","01105","24033800507","01105","$35,000 to $49,999","4",43517.098237037,11,14117338.6177307,3757.30470120945,1133.48150930027,2420.78259437652,910.367733333333,693.434814814815,68.4467802910053,-144.980651455026,29.99,525.650343211594,4503.69161457224,54044.2993748669,13601.7781116032,49999,35000,-4045.29937486687,-19044.2993748669,-17647.0774864701,-32646.0774864701,"Food Insecure",3.905,1
"1225","24","033","800507","01105","24033800507","01105","$35,000 to $49,999","5",44909.6389166667,4,10579942.0000407,3252.68227775795,1455.9892932363,2880.78259437652,1950.788,475.285,35.2667364583333,122.106458333333,29.99,682.810162407115,6177.0289515753,74124.3474189036,17471.8715188356,49999,35000,-24125.3474189036,-39124.3474189036,-41597.2189377392,-56596.2189377392,"Food Insecure",4.373,2
"1226","24","033","800507","01105","24033800507","01105","$50,000 to $59,999","1",55031.2134798658,60,8362097.57618077,2891.72916715601,357.697182134945,1673.85506291768,557.368,0,379.517632153392,960.215377581121,29.99,299.842787720602,3900.78886037279,46809.4663244735,4292.36618561934,59999,50000,13189.5336755265,3190.53367552647,8897.16748990713,-1101.83251009287,"At-Risk",3.146,1
"1227","24","033","800507","01105","24033800507","01105","$50,000 to $59,999","2",55797.970937365,44,8382442.09505523,2895.24473836932,654.060168273344,1696.92753145884,1070.19471274298,9.93261339092873,279.485268107769,828.536303258145,29.99,374.059029397386,4289.12545835605,51469.5055002726,7848.72201928013,59999,50000,8529.49449972741,-1469.50550027259,680.772480447276,-9318.22751955272,"At-Risk",3.073,1
"1228","24","033","800507","01105","24033800507","01105","$50,000 to $59,999","3",55333.6117864078,23,6438505.83462333,2537.42109919172,903.533736920469,1933.85506291768,1346.07077669903,228.855825242718,258.800106208333,735.92226875,29.99,470.110550798823,5003.60459061658,60043.255087399,10842.4048430456,59999,50000,-44.2550873989967,-10043.255087399,-10886.6599304446,-20885.6599304446,"Food Insecure",0.874,1
"1229","24","033","800507","01105","24033800507","01105","$50,000 to $59,999","4",54999.020988764,8,7267252.68555128,2695.78424313803,1152.78028970947,2420.78259437652,1142.91752808989,361.255730337079,160.778037855946,280.530288944724,29.99,526.85041803689,4923.10459764104,59077.2551716925,13833.3634765137,59999,50000,921.74482830747,-9077.25517169253,-12911.6186482062,-22910.6186482062,"Food Insecure",0.488,1
"1230","24","033","800507","01105","24033800507","01105","$50,000 to $59,999","5",54599.326,6,5139500.61513816,2267.04667246578,1759.44250220203,2880.78259437652,1942.71020289855,1172.05101449275,30.0196309178744,183.949516908213,29.99,781.499594488773,7021.00255408268,84252.0306489922,21113.3100264243,59999,50000,-24253.0306489922,-34252.0306489922,-45366.3406754165,-55365.3406754165,"Food Insecure",0.418,1
"1231","24","033","800507","01105","24033800507","01105","$60,000 to $74,999","1",67802.2626289901,87,14974776.5960915,3869.72564868512,357.697182134945,1673.85506291768,557.368,0,483.045648758671,1306.07630065717,29.99,310.19558938113,4360.53060171465,52326.3672205758,4292.36618561934,74999,60000,22672.6327794242,7673.63277942417,18380.2665938048,3381.26659380482,"Food Secure",36.057,1
"1232","24","033","800507","01105","24033800507","01105","$60,000 to $74,999","2",68040.7829941715,72,18801805.2817252,4336.10485132973,653.785804747942,1696.92753145884,1076.68089925062,26.4950208159867,393.991749081978,1116.41471680217,29.99,387.787100535537,4728.28701794513,56739.4442153416,7845.4296569753,74999,60000,18259.5557846584,3260.5557846584,10414.1261276831,-4584.8738723169,"At-Risk",66.24,1
"1233","24","033","800507","01105","24033800507","01105","$60,000 to $74,999","3",69883.2457320872,26,22760049.9657552,4770.74941343131,888.328275488888,1933.85506291768,1106.05425545171,538.08722741433,341.888367325581,862.519286821705,29.99,483.820318859819,5296.21451879083,63554.5742254899,10659.9393058667,74999,60000,11444.4257745101,-3554.57422548994,784.486468643407,-14214.5135313566,"At-Risk",12.25,1
"1234","24","033","800507","01105","24033800507","01105","$60,000 to $74,999","4",69557.4436808905,17,7818877.05929366,2796.22550222504,1128.82000419962,2420.78259437652,1357.74431168831,602,341.193698460509,734.225174029451,29.99,588.053060872496,6073.98883942729,72887.8660731274,13545.8400503955,74999,60000,2111.13392687257,-12887.8660731274,-11434.7061235229,-26433.7061235229,"Food Insecure",6.444,1
"1235","24","033","800507","01105","24033800507","01105","$60,000 to $74,999","5",65313.3043956044,16,18758846.3530319,4331.14838732545,1427.95611928751,2880.78259437652,1534.29323076923,986.355714285714,203.441348802682,408.455548371647,29.99,706.281900752165,6749.60033735796,80995.2040482955,17135.4734314501,74999,60000,-5996.20404829549,-20995.2040482955,-23131.6774797456,-38130.6774797456,"Food Insecure",14.01,2
"1236","24","033","800507","01105","24033800507","01105","$75,000 to $99,999","1",87427.1054781998,147,55212500.0554112,7430.51142623516,357.697182134945,1673.85506291768,557.368,0,620.892768270694,1847.76686453577,29.99,323.980301332332,5053.85299705647,60646.2359646777,4292.36618561934,99999,75000,39352.7640353223,14353.7640353223,35060.397849703,10061.397849703,"Food Secure",30.351,1
"1237","24","033","800507","01105","24033800507","01105","$75,000 to $99,999","2",88021.9330996416,153,45881865.2011373,6773.61537150858,649.185878558093,1696.92753145884,1049.21029964158,58.6323010752688,622.835156402819,1607.94143151198,29.99,410.67811671366,5476.21483680414,65714.5780416497,7790.23054269712,99999,75000,34284.4219583503,9285.42195835031,26494.1914156532,1495.19141565319,"Food Secure",42.933,1
"1238","24","033","800507","01105","24033800507","01105","$75,000 to $99,999","3",86918.9711197302,61,49962715.9345202,7068.43093865394,909.95801510105,1933.85506291768,1326.2162698145,277.830758853288,516.424603453175,1391.5732808253,29.99,499.427471013969,5975.31744687792,71703.809362535,10919.4961812126,99999,75000,28295.190637465,3296.19063746501,17375.6944562524,-7623.30554374759,"At-Risk",12.819,1
"1239","24","033","800507","01105","24033800507","01105","$75,000 to $99,999","4",88581.2637777778,43,36237484.6489462,6019.75785633826,1093.55258092175,2420.78259437652,1293.05104980843,838.240842911877,441.142758282828,1146.31270707071,29.99,611.675982630141,6781.1959350805,81374.351220966,13122.630971061,99999,75000,18624.648779034,-6374.351220966,5502.01780797296,-19496.982192027,"At-Risk",10.548,1
"1240","24","033","800507","01105","24033800507","01105","$75,000 to $99,999","5",86412.7572765958,39,67772207.3784653,8232.38770822082,1477.16317793989,2880.78259437652,1781.46935224586,894.585295508274,388.17405290404,894.231736111111,29.99,745.216447297458,7614.44947844326,91373.3937413192,17725.9581352786,99999,75000,8625.60625868083,-16373.3937413192,-9100.3518765978,-34099.3518765978,"Food Insecure",12.348,1
"1241","24","033","800507","01105","24033800507","01105","$100,000 to $124,999","1",110914.873730226,122,39104081.8093893,6253.32565995001,357.697182134945,1673.85506291768,557.368,0,790.900570353749,2563.9912824123,29.99,340.981081540637,5957.08599722436,71485.0319666923,4292.36618561934,124999,1e+05,53513.9680333077,28514.9680333077,49221.6018476883,24222.6018476883,"Food Secure",14.542,2
"1242","24","033","800507","01105","24033800507","01105","$100,000 to $124,999","2",112482.658374117,140,49616606.5793126,7043.90563390173,650.710669855,1696.92753145884,1048.40734250651,29.8926738564522,795.26625492565,2196.5150204461,29.99,425.119447260245,6222.11827045379,74665.4192454455,7808.52803826001,124999,1e+05,50333.5807545545,25334.5807545545,42525.0527162945,17526.0527162945,"Food Secure",11.868,1
"1243","24","033","800507","01105","24033800507","01105","$100,000 to $124,999","3",114922.082295612,87,49948755.0809651,7067.44331996834,919.182436792462,1933.85506291768,1453.91952886836,176.900854503464,813.836259722222,2219.18215196078,29.99,532.768414280419,7160.45227225293,85925.4272670351,11030.1892415095,124999,1e+05,39073.5727329649,14074.5727329649,28043.3834914553,3044.3834914553,"Food Secure",4.967,1
"1244","24","033","800507","01105","24033800507","01105","$100,000 to $124,999","4",113932.558164519,48,50384359.7262365,7098.19411725521,1122.12800958196,2420.78259437652,1548.91959563925,598.211853320119,756.726278227999,1785.89807849134,29.99,647.675833114584,7788.2042331698,93458.4507980376,13465.5361149835,124999,1e+05,31540.5492019624,6541.54920196238,18075.0130869788,-6923.98691302116,"At-Risk",3.801,1
"1245","24","033","800507","01105","24033800507","01105","$100,000 to $124,999","5",111142.433851945,32,35006980.6884805,5916.66972954216,1432.74780856606,2880.78259437652,1879.10641907152,1075.58353826851,563.873720813679,1504.80924823113,29.99,786.208408109628,8720.35392887098,104644.247146452,17192.9737027927,124999,1e+05,20354.7528535482,-4644.24714645179,3161.77915075551,-21837.2208492445,"At-Risk",2.822,2
"1246","24","033","800507","01105","24033800507","01105","$125,000 to $149,999","1",134958.381318471,62,38176246.2504449,6178.69292410983,357.697182134945,1673.85506291768,557.368,0,963.977623971193,3327.23315964657,29.99,358.288786902382,6910.71263343783,82928.551601254,4292.36618561934,149999,125000,67070.448398746,42071.4483987461,62778.0822131267,37779.0822131267,"Food Secure",12.977,2
"1247","24","033","800507","01105","24033800507","01105","$125,000 to $149,999","2",135901.871774342,135,44609310.6204803,6679.02018416476,652.898142376449,1696.92753145884,1094.70522356874,18.064655244463,964.777172421448,2850.7127431694,29.99,445.736272506994,7100.91359836989,85210.9631804386,7834.77770851739,149999,125000,64788.0368195614,39789.0368195614,56953.259111044,31954.259111044,"Food Secure",22.581,2
"1248","24","033","800507","01105","24033800507","01105","$125,000 to $149,999","3",138321.238364988,55,42856604.2468726,6546.49556991163,901.850179417217,1933.85506291768,1242.22645086705,325.001915772089,975.676407960634,2802.75657116236,29.99,540.860001693467,7850.36641037328,94204.3969244793,10822.2021530066,149999,125000,55794.6030755207,30795.6030755207,44972.4009225141,19973.4009225141,"Food Secure",9.705,1
"1249","24","033","800507","01105","24033800507","01105","$125,000 to $149,999","4",137986.845651214,45,46686437.995396,6832.7474704833,1150.61905831854,2420.78259437652,1570.59658278146,391.940176600441,974.264067801048,2431.65239005236,29.99,653.819247987801,8473.04505959962,101676.540715195,13807.4286998225,149999,125000,48322.4592848046,23323.4592848046,34515.030584982,9516.03058498203,"Food Secure",6.166,1
"1250","24","033","800507","01105","24033800507","01105","$125,000 to $149,999","5",138159.704434579,42,44054712.5517181,6637.3724132158,1546.69573728909,2880.78259437652,1902.60431775701,1055.32658878505,881.297553641092,2321.70217490247,29.99,829.669679184876,9901.37290864701,118816.474903764,18560.3488474691,149999,125000,31182.5250962359,6183.52509623586,12622.1762487667,-12376.8237512333,"At-Risk",5.571,2
"1251","24","033","800507","01105","24033800507","01105","$150,000 to $199,999","1",168144.37521345,71,99086587.6166399,9954.22461152248,357.697182134945,1673.85506291768,557.368,0,1208.30980480699,4240.86063364895,29.99,382.722004985962,8093.10550635958,97117.2660763149,4292.36618561935,199999,150000,102881.733923685,52882.7339236851,98589.3677380657,48590.3677380657,"Food Secure",25.981,1
"1252","24","033","800507","01105","24033800507","01105","$150,000 to $199,999","2",173801.708302387,183,228535051.037797,15117.3757986562,651.030995609546,1696.92753145884,1045.39764668435,42.4923076923077,1230.2987516422,3785.00616403914,29.99,469.613723308725,8299.72612482557,99596.7134979068,7812.37194731455,199999,150000,100402.286502093,50403.2865020932,92589.9145547787,42590.9145547787,"Food Secure",108.368,2
"1253","24","033","800507","01105","24033800507","01105","$150,000 to $199,999","3",173218.729420655,114,195507216.752666,13982.3895222765,903.724819196723,1933.85506291768,1354.10941057935,279.423039462636,1239.82741321962,3727.36026545842,29.99,574.0929745376,9138.6581661753,109663.897994104,10844.6978303607,199999,150000,90335.1020058964,40336.1020058964,79490.4041755357,29491.4041755357,"Food Secure",39.438,1
"1254","24","033","800507","01105","24033800507","01105","$150,000 to $199,999","4",174134.399282511,76,187478502.620267,13692.2789418076,1139.58433993997,2420.78259437652,1605.69115695067,502.816322869955,1231.24924359609,3568.17119722955,29.99,693.01136577332,10051.7118807961,120620.542569553,13675.0120792797,199999,150000,79378.4574304468,29379.4574304468,65703.4453511671,15704.4453511671,"Food Secure",19.898,1
"1255","24","033","800507","01105","24033800507","01105","$150,000 to $199,999","5",170595.272939535,79,196363392.37146,14012.9722889707,1555.26916815449,2880.78259437652,1913.84616744186,1066.83276744186,1177.63682865169,3215.72963998127,29.99,862.435752606642,11147.2537504998,133767.045005998,18663.2300178539,199999,150000,66231.954994002,16232.954994002,47568.724976148,-2430.27502385197,"At-Risk",56.314,1
"1256","24","033","800507","01105","24033800507","01105","$200,000 or more","1",328467.443745665,28,18603407608.1156,136394.309295203,357.697182134945,1673.85506291768,557.368,0,2288.37542173845,9781.8484019975,29.99,490.728566679108,14822.1654533327,177865.985439993,4292.36618561935,1e+07,2e+05,9822134.01456001,22134.0145600071,9817841.64837439,17841.6483743877,"Food Secure",13.063,1
"1257","24","033","800507","01105","24033800507","01105","$200,000 or more","2",289717.557476179,216,16156485416.1068,127108.164238599,654.414767049804,1696.92753145884,1100.60033372837,9.20361223038635,2016.02765206529,7166.89284976682,29.99,550.716389653269,12570.358368903,150844.300426836,7852.97720459764,1e+07,2e+05,9849155.69957316,49155.6995731642,9841302.72236857,41302.7223685666,"Food Secure",151.804,1
"1258","24","033","800507","01105","24033800507","01105","$200,000 or more","3",275071.729762125,175,7553170774.98747,86908.9798294024,918.64867520776,1933.85506291768,1434.45026558891,164.270519630485,1965.98584439663,6501.47889602144,29.99,644.720036774147,12674.7506253293,152097.007503952,11023.7841024931,1e+07,2e+05,9847902.99249605,47902.9924960484,9836879.20839356,36879.2083935552,"Food Secure",59.085,1
"1259","24","033","800507","01105","24033800507","01105","$200,000 or more","4",296463.092858723,163,10165398659.7267,100823.601699834,1145.18705678545,2420.78259437652,1602.04769029663,521.666978381096,2108.88807876907,6982.96356296657,29.99,782.856239860877,14449.1951446508,173390.341735809,13742.2446814254,1e+07,2e+05,9826609.65826419,26609.6582641908,9812867.41358276,12867.4135827654,"Food Secure",53.716,1
"1260","24","033","800507","01105","24033800507","01105","$200,000 or more","5",309355.636044199,100,9994798795.72783,99973.9905961937,1578.94196124605,2880.78259437652,2260.02893667658,626.933225669358,2214.62178049882,7357.94606294289,29.99,959.129849846732,16329.4324500109,195953.189400131,18947.3035349525,1e+07,2e+05,9804046.81059987,4046.81059986915,9785099.50706492,-14900.4929350834,"At-Risk",71.331,2
"1261","24","033","800511","01105","24033800511","01105","Less than $35,000","1",20457.6084495055,173,95284889.2746312,9761.39791600727,357.695720701875,1874.16583585711,527.007953251423,0,52.8676089346024,243.651554600348,29.99,284.172711874501,3011.85566451799,36142.2679742159,4292.3486484225,35000,0,-1142.26797421585,-36142.2679742159,-5434.61662263835,-40434.6166226384,"Food Insecure",88.627,2
"1262","24","033","800511","01105","24033800511","01105","Less than $35,000","2",21713.846638484,69,122175458.080883,11053.3007776358,654.584778451591,1909.95410169109,1034.2776122449,6.45271137026239,26.0483380792227,204.465836447434,29.99,366.130754183706,3577.31935401661,42927.8322481994,7855.01734141909,35000,0,-7927.83224819935,-42927.8322481994,-15782.8495896184,-50782.8495896184,"Food Insecure",59.831,1
"1263","24","033","800511","01105","24033800511","01105","Less than $35,000","3",17716.8883343653,18,79532131.2071905,8918.07889666774,868.143684158226,2168.89543086097,982.814390092879,682.184520123839,6.05601971104231,-339.224176986584,29.99,473.808404494696,4004.52458829684,48054.2950595621,10417.7242098987,35000,0,-13054.2950595621,-48054.2950595621,-23472.0192694608,-58472.0192694608,"Food Insecure",10.536,2
"1264","24","033","800511","01105","24033800511","01105","Less than $35,000","4",22279.5641171548,13,55145501.6971319,7426.00173021337,1125.12167475699,2712.56635503471,1032.58423430962,747.742426778243,0,-657.397711111111,29.99,564.800469087956,4430.28577409942,53163.429289193,13501.4600970839,35000,0,-18163.429289193,-53163.429289193,-31664.8893862769,-66664.8893862769,"Food Insecure",11.435,2
"1265","24","033","800511","01105","24033800511","01105","Less than $35,000","5",18484.1574702703,10,142372136.250502,11931.9795612674,1823.76203207181,3236.23727920844,1248.4752,2010.26010810811,0,-591.11863963964,29.99,834.872461938836,6768.71640961575,81224.596915389,21885.1443848617,35000,0,-46224.596915389,-81224.596915389,-68109.7413002507,-103109.741300251,"Food Insecure",4.572,3
"1266","24","033","800511","01105","24033800511","01105","$35,000 to $49,999","1",41967.6927935103,81,15783748.3998156,3972.87659005608,357.697182134945,1874.16583585711,527.324,0,211.393548986014,671.420262237762,29.99,300.057056697807,3614.3507037787,43372.2084453444,4292.36618561934,49999,35000,6626.79155465564,-8372.20844534436,2334.42536903629,-12664.5746309637,"At-Risk",68.295,2
"1267","24","033","800511","01105","24033800511","01105","$35,000 to $49,999","2",43373.1164382284,49,17025549.1174292,4126.20274797897,645.992641417027,1909.95410169109,974.750424242424,99.1236363636364,182.080148387097,575.521504416283,29.99,384.189095210127,4155.60891031066,49867.3069237279,7751.91169700432,49999,35000,131.693076272117,-14867.3069237279,-7620.21862073221,-22619.2186207322,"Food Insecure",52.966,2
"1268","24","033","800511","01105","24033800511","01105","$35,000 to $49,999","3",42745.6741609195,11,21237639.4657631,4608.43134545401,903.733357142187,2168.89543086097,1087.98457471264,421.930574712644,118.114730172414,297.619688697318,29.99,473.064866760086,4597.59986591607,55171.1983909929,10844.8002857062,49999,35000,-5172.19839099289,-20171.1983909929,-16016.9986766991,-31015.9986766991,"Food Insecure",6.248,1
"1269","24","033","800511","01105","24033800511","01105","$35,000 to $49,999","4",43517.098237037,11,14117338.6177307,3757.30470120945,1133.48150930027,2712.56635503471,861.295866666667,693.434814814815,68.4467802910053,-144.980651455026,29.99,549.921532610746,4770.67469796291,57248.0963755549,13601.7781116032,49999,35000,-7249.09637555494,-22248.0963755549,-20850.8744871581,-35849.8744871581,"Food Insecure",31.356,3
"1270","24","033","800511","01105","24033800511","01105","$35,000 to $49,999","5",44909.6389166667,4,10579942.0000407,3252.68227775795,1455.9892932363,3236.23727920844,1845.634,475.285,35.2667364583333,122.106458333333,29.99,707.840230890307,6452.35970489042,77428.316458685,17471.8715188356,49999,35000,-27429.316458685,-42428.316458685,-44901.1879775206,-59900.1879775206,"Food Insecure",2.135,2
"1271","24","033","800511","01105","24033800511","01105","$50,000 to $59,999","1",55031.2134798658,60,8362097.57618077,2891.72916715601,357.697182134945,1874.16583585711,527.324,0,379.517632153392,960.215377581121,29.99,316.869465014545,4088.08231060617,49056.9877272741,4292.36618561934,59999,50000,10942.0122727259,943.012272725944,6649.6460871066,-3349.3539128934,"At-Risk",43.212,1
"1272","24","033","800511","01105","24033800511","01105","$50,000 to $59,999","2",55797.970937365,44,8382442.09505523,2895.24473836932,654.060168273344,1909.95410169109,1012.50763714903,9.93261339092873,279.485268107769,828.536303258145,29.99,389.592978861216,4459.99890245818,53519.9868294981,7848.72201928013,59999,50000,6479.01317050189,-3519.98682949811,-1369.70884877824,-11368.7088487782,"Food Insecure",82.151,3
"1273","24","033","800511","01105","24033800511","01105","$50,000 to $59,999","3",55333.6117864078,23,6438505.83462333,2537.42109919172,903.533736920469,2168.89543086097,1273.51305825243,228.855825242718,258.800106208333,735.92226875,29.99,486.358815748492,5182.33550506294,62188.0260607553,10842.4048430456,59999,50000,-2189.02606075528,-12188.0260607553,-13031.4309038009,-23030.4309038009,"Food Insecure",12.557,2
"1274","24","033","800511","01105","24033800511","01105","$50,000 to $59,999","4",54999.020988764,8,7267252.68555128,2695.78424313803,1152.78028970947,2712.56635503471,1081.3104494382,361.255730337079,160.778037855946,280.530288944724,29.99,549.86808623754,5176.2989478482,62115.5873741784,13833.3634765137,59999,50000,-2116.58737417837,-12115.5873741784,-15949.950850692,-25948.950850692,"Food Insecure",28.651,1
"1275","24","033","800511","01105","24033800511","01105","$50,000 to $59,999","5",54599.326,6,5139500.61513816,2267.04667246578,1759.44250220203,3236.23727920844,1837.99162318841,1172.05101449275,30.0196309178744,183.949516908213,29.99,806.57320500095,7296.81226971664,87561.7472365997,21113.3100264243,59999,50000,-27562.7472365997,-37561.7472365997,-48676.057263024,-58675.057263024,"Food Insecure",4.43,3
"1276","24","033","800511","01105","24033800511","01105","$60,000 to $74,999","1",67802.2626289901,87,14974776.5960915,3869.72564868512,357.697182134945,1874.16583585711,527.324,0,483.045648758671,1306.07630065717,29.99,327.222266675073,4547.82405194803,54573.8886233764,4292.36618561934,74999,60000,20425.1113766236,5426.11137662362,16132.7451910043,1133.74519100428,"Food Secure",44.818,2
"1277","24","033","800511","01105","24033800511","01105","$60,000 to $74,999","2",68040.7829941715,72,18801805.2817252,4336.10485132973,653.785804747942,1909.95410169109,1018.64419650291,26.4950208159867,393.991749081978,1116.41471680217,29.99,403.286087283991,4898.77587217813,58785.3104661375,7845.4296569753,74999,60000,16213.6895338625,1214.68953386247,8368.25987688717,-6630.74012311283,"At-Risk",38.069,2
"1278","24","033","800511","01105","24033800511","01105","$60,000 to $74,999","3",69883.2457320872,26,22760049.9657552,4770.74941343131,888.328275488888,2168.89543086097,1046.4342305296,538.08722741433,341.888367325581,862.519286821705,29.99,501.362353161936,5489.17689611412,65870.1227533694,10659.9393058667,74999,60000,9128.8772466306,-5870.1227533694,-1531.06205923606,-16530.0620592361,"Food Insecure",14.506,2
"1279","24","033","800511","01105","24033800511","01105","$60,000 to $74,999","4",69557.4436808905,17,7818877.05929366,2796.22550222504,1128.82000419962,2712.56635503471,1284.55735064935,602,341.193698460509,734.225174029451,29.99,609.912740834419,6314.44531900844,75773.3438281012,13545.8400503955,74999,60000,-774.34382810122,-15773.3438281012,-14320.1838784967,-29319.1838784967,"Food Insecure",16.239,2
"1280","24","033","800511","01105","24033800511","01105","$60,000 to $74,999","5",65313.3043956044,16,18758846.3530319,4331.14838732545,1427.95611928751,3236.23727920844,1451.58969230769,986.355714285714,203.441348802682,408.455548371647,29.99,733.557015389204,7049.62659836538,84595.5191803846,17135.4734314501,74999,60000,-9596.5191803846,-24595.5191803846,-26731.9926118347,-41730.9926118347,"Food Insecure",5.368,2
"1281","24","033","800511","01105","24033800511","01105","$75,000 to $99,999","1",87427.1054781998,147,55212500.0554112,7430.51142623516,357.697182134945,1874.16583585711,527.324,0,620.892768270694,1847.76686453577,29.99,341.006978626275,5241.14644728985,62893.7573674782,4292.36618561934,99999,75000,37105.2426325218,12106.2426325218,32812.8764469024,7813.87644690242,"Food Secure",50.662,1
"1282","24","033","800511","01105","24033800511","01105","$75,000 to $99,999","2",88021.9330996416,153,45881865.2011373,6773.61537150858,649.185878558093,1909.95410169109,992.654354121864,58.6323010752688,622.835156402819,1607.94143151198,29.99,426.325179184914,5648.33252398793,67779.9902878552,7790.23054269712,99999,75000,32219.0097121448,7220.00971214483,24428.7791694477,-570.220830552285,"At-Risk",58.02,3
"1283","24","033","800511","01105","24033800511","01105","$75,000 to $99,999","3",86918.9711197302,61,49962715.9345202,7068.43093865394,909.95801510105,2168.89543086097,1254.72877571669,277.830758853288,516.424603453175,1391.5732808253,29.99,515.782758398518,6155.22560810795,73862.7072972954,10919.4961812126,99999,75000,26136.2927027046,1137.29270270462,15216.796521492,-9782.20347850797,"At-Risk",21,1
"1284","24","033","800511","01105","24033800511","01105","$75,000 to $99,999","4",88581.2637777778,43,36237484.6489462,6019.75785633826,1093.55258092175,2712.56635503471,1223.35127203065,838.240842911877,441.142758282828,1146.31270707071,29.99,633.884380918182,7025.48831624895,84305.8597949874,13122.630971061,99999,75000,15693.1402050126,-9305.85979498742,2570.50923395153,-22428.4907660485,"At-Risk",28.089,2
"1285","24","033","800511","01105","24033800511","01105","$75,000 to $99,999","5",86412.7572765958,39,67772207.3784653,8232.38770822082,1477.16317793989,3236.23727920844,1685.44219385343,894.585295508274,388.17405290404,894.231736111111,29.99,771.159199941407,7899.8197575267,94797.8370903204,17725.9581352786,99999,75000,5201.16290967955,-19797.8370903204,-12524.7952255991,-37523.7952255991,"Food Insecure",12.23,1
"1286","24","033","800511","01105","24033800511","01105","$100,000 to $124,999","1",110914.873730226,122,39104081.8093893,6253.32565995001,357.697182134945,1874.16583585711,527.324,0,790.900570353749,2563.9912824123,29.99,358.007758834581,6144.37944745774,73732.5533694929,4292.36618561934,124999,1e+05,51266.4466305071,26267.4466305071,46974.0804448878,21975.0804448878,"Food Secure",89.296,3
