"","STATEFP","COUNTYFP","TRACTCE","PUMA20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","moe.x","num_hh","moe.y"
"434","24","021","750600","00301","24021750600","00301","$100,000 to $124,999","4",113729.209489051,59,44283842.2518282,6654.61060106662,1095.32297640635,1880,1155.29124087591,663.316399026764,737.103330046619,1606.96423754998,29.99,556.102394635565,6628.76760213484,79545.2112256181,13143.8757168762,124999,1e+05,45453.7887743819,20454.7887743819,32309.9130575057,7310.91305750572,"Food Secure",2,6.104,2
"435","24","021","750600","00301","24021750600","00301","$100,000 to $124,999","5",114314.458617747,41,40251701.9724427,6344.42290302615,1423.35257362776,2240,1221.98498293515,1122.90225255973,570.515948717143,1383.39707777778,29.99,660.874575783979,7229.66483777378,86755.9780532853,17080.2308835332,124999,1e+05,38243.0219467147,13244.0219467147,21162.7910631815,-3836.20893681852,"At-Risk",2,2.809,3
"436","24","021","750600","00301","24021750600","00301","$125,000 to $149,999","1",134308.867924528,17,25267178.8887431,5026.6468832357,349.857243896371,1300,466.2,0,959.101583471591,3262.87416666667,29.99,310.514882736796,6328.68063287505,75944.1675945006,4198.28692675645,149999,125000,74054.8324054994,49055.8324054994,69856.5454787429,44857.5454787429,"Food Secure",2,27.136,2
"437","24","021","750600","00301","24021750600","00301","$125,000 to $149,999","2",138322.633689176,129,57084646.5875766,7555.43821280914,640.613395734547,1320,906.937239324727,13.2583912611718,978.838875981148,2917.01844899818,29.99,388.963790230159,6555.00674579538,78660.0809495446,7687.36074881456,149999,125000,71338.9190504554,46339.9190504554,63651.5583016408,38652.5583016408,"Food Secure",1,77.356,1
"438","24","021","750600","00301","24021750600","00301","$125,000 to $149,999","3",137952.556917476,77,40986486.0528165,6402.06888847789,857.836143847083,1500,1023.30145631068,416.479223300971,984.053537734211,2698.90680611695,29.99,481.166036119294,7133.89705958211,85606.7647149853,10294.033726165,149999,125000,64392.2352850147,39393.2352850147,54098.2015588497,29099.2015588497,"Food Secure",1,25.886,1
"439","24","021","750600","00301","24021750600","00301","$125,000 to $149,999","4",138182.699519744,68,46426978.189495,6813.73452590391,1117.0573966646,1880,1261.7750266809,476.131696905016,982.314843578993,2489.03314557613,29.99,574.72689638295,7693.97160912399,92327.6593094878,13404.6887599752,149999,125000,57671.3406905122,32672.3406905122,44266.651930537,19267.651930537,"Food Secure",1,18.618,1
"440","24","021","750600","00301","24021750600","00301","$125,000 to $149,999","5",137360.803125,34,46153585.1267902,6793.64299376926,1461.27512081969,2240,1403.45625,1510.448125,852.193340452641,2120.61637166939,29.99,749.736283627233,8906.44037074926,106877.284448991,17535.3014498363,149999,125000,43121.7155510089,18122.7155510089,25586.4141011726,587.41410117257,"Food Secure",2,2.004,2
"441","24","021","750600","00301","24021750600","00301","$150,000 to $199,999","1",170772.418326693,20,156899606.132503,12525.9572940555,349.857243896371,1300,466.2,0,1234.08993054532,4391.33643426295,29.99,338.013717444169,7759.63008225244,93115.5609870292,4198.28692675645,199999,150000,106883.439012971,56884.4390129708,102685.152086214,52686.1520862143,"Food Secure",1,19.834,1
"442","24","021","750600","00301","24021750600","00301","$150,000 to $199,999","2",174364.171607946,185,215603327.58747,14683.4371857365,641.121362565294,1320,928.730509745128,5.25440779610195,1228.76885947917,3728.87084979424,29.99,415.386513958569,7657.0011407732,91884.0136892785,7693.45635078352,199999,150000,108114.986310722,58115.9863107215,100421.529959938,50422.529959938,"Food Secure",1,60.219,1
"443","24","021","750600","00301","24021750600","00301","$150,000 to $199,999","3",171880.78208457,89,177897186.347468,13337.810403041,893.0846161699,1500,1168.61261127596,185.582255192878,1225.47816225181,3578.08099427754,29.99,500.274764489055,8188.01878748725,98256.225449847,10717.0153940388,199999,150000,101742.774550153,51743.774550153,91025.7591561142,41026.7591561142,"Food Secure",1,27.066,1
"444","24","021","750600","00301","24021750600","00301","$150,000 to $199,999","4",172520.535019206,119,201711307.478241,14202.5106047572,1101.50962766134,1880,1069.3947503201,697.236235595391,1230.74295944552,3313.4269844086,29.99,600.887357302236,8821.67828707185,105860.139444862,13218.1155319361,199999,150000,94138.8605551377,44139.8605551377,80920.7450232017,30921.7450232017,"Food Secure",1,25.219,1
"445","24","021","750600","00301","24021750600","00301","$150,000 to $199,999","5",175964.038334435,79,228893034.996731,15129.2113144318,1468.52190332283,2240,1541.26397884997,919.036219431593,1226.44067015521,3275.82689336109,29.99,742.52527717596,9975.08303897382,119700.996467686,17622.2628398739,199999,150000,80298.0035323141,30299.0035323141,62675.7406924402,12676.7406924402,"Food Secure",2,2.662,2
"446","24","021","750600","00301","24021750600","00301","$200,000 or more","1",283178.165,16,4004182552.7917,63278.6105472592,349.857243896371,1300,466.2,0,2046.39206612545,7969.08196428571,29.99,419.243931002182,12230.9079614133,146770.89553696,4198.28692675645,1e+07,2e+05,9853229.10446304,53229.1044630399,9849030.81753629,49030.8175362834,"Food Secure",1,24.427,1
"447","24","021","750600","00301","24021750600","00301","$200,000 or more","2",306041.086342503,196,17857425756.7902,133631.679465575,641.339725062107,1320,918.491669895389,0,2146.10460026712,7450.49424148419,29.99,505.592599522462,12370.6731111692,148448.07733403,7696.07670074528,1e+07,2e+05,9851551.92266597,51551.9226659702,9843855.84596523,43855.8459652249,"Food Secure",1,121.66,1
"448","24","021","750600","00301","24021750600","00301","$200,000 or more","3",298262.136396527,126,17488008426.3554,132242.233898084,902.371308588078,1500,1204.29377713459,127.011905451037,2110.20367329644,7210.26305016564,29.99,587.387066447014,12769.1494724947,153229.793669937,10828.4557030569,1e+07,2e+05,9846770.20633006,46770.2063300634,9835941.75062701,35941.7506270064,"Food Secure",1,48.548,1
"449","24","021","750600","00301","24021750600","00301","$200,000 or more","4",288091.538345385,160,15086843998.8221,122828.514599917,1123.9020674535,1880,1277.24125903871,468.864687367078,2032.97443463799,6724.47702582063,29.99,681.297244849728,13094.8446517141,157138.13582057,13486.8248094421,1e+07,2e+05,9842861.86417943,42861.8641794304,9829375.03936999,29375.0393699884,"Food Secure",2,40.627,2
"450","24","021","750600","00301","24021750600","00301","$200,000 or more","5",296874.792079807,111,14905286903.4008,122087.210236784,1477.61419415089,2240,1669.75139056832,770.855018137848,2077.21711411782,6837.83614261651,29.99,826.542771697488,14452.192437138,173426.309245656,17731.3703298107,1e+07,2e+05,9826573.69075434,26573.6907543442,9808842.32042453,8842.32042453351,"Food Secure",1,5.737,1
"451","24","021","750701","00301","24021750701","00301","Less than $35,000","1",19925.3042454452,190,67123879.6734096,8192.91643271244,349.857243896371,1290,506.604,0,39.990538531173,230.067898614536,29.99,221.644178242754,2318.29661538846,27819.5593846616,4198.28692675645,35000,0,7180.44061533844,-27819.5593846616,2982.15368858199,-32017.846311418,"At-Risk",2,63.103,2
"452","24","021","750701","00301","24021750701","00301","Less than $35,000","2",23180.4483716475,97,91569941.3744878,9569.21843070205,636.865912972448,1310,948.184114942529,53.8446998722861,24.5562029476921,171.296477425876,29.99,300.344093073495,2838.21558826188,34058.5870591425,7642.39095566938,35000,0,941.412940857466,-34058.5870591425,-6700.97801481191,-41700.9780148119,"Food Insecure",4,31.896,3
"453","24","021","750701","00301","24021750701","00301","Less than $35,000","3",22012.6608597285,20,76710572.7421267,8758.45721243911,841.877546192532,1490,708.328669683258,750.135022624434,3.19313510888009,-424.224932126697,29.99,382.35243736091,2939.77433265079,35277.2919918094,10102.5305543104,35000,0,-277.291991809427,-35277.2919918094,-10379.8225461198,-45379.8225461198,"Food Insecure",2,17.752,2
"454","24","021","750701","00301","24021750701","00301","Less than $35,000","4",25242.16953125,8,74856669.7188705,8651.97490281095,1060.64985542502,1860,1076.5335,1074.48125,0,-626.081226851852,29.99,510.165460542502,3925.08898369065,47101.0678042878,12727.7982651002,35000,0,-12101.0678042878,-47101.0678042878,-24828.866069388,-59828.866069388,"Food Insecure",3,6.519,3
"455","24","021","750701","00301","24021750701","00301","Less than $35,000","5",23366.0763157895,9,15576017.6685825,3946.64638251041,1483.46330244595,2220,1595.99305263158,1412.28390977444,0,-800.043151629073,29.99,674.173026485197,5132.39683726214,61588.7620471457,17801.5596293514,35000,0,-26588.7620471457,-61588.7620471457,-44390.3216764971,-79390.3216764971,"Food Insecure",2,8.73,2
"456","24","021","750701","00301","24021750701","00301","$35,000 to $49,999","1",42918.6323386114,55,16526775.869145,4065.31374793447,349.857243896371,1290,506.604,0,214.376989335557,674.642095901005,29.99,239.082823323193,2954.69590855976,35456.3509027171,4198.28692675645,49999,35000,14542.6490972829,-456.350902717058,10344.3621705265,-4654.63782947351,"At-Risk",2,50.036,2
"457","24","021","750701","00301","24021750701","00301","$35,000 to $49,999","2",42097.1673978066,82,14590496.4223342,3819.75083249343,640.761420998251,1310,965.729659022931,8.65232303090728,169.129969157051,526.734396169674,29.99,312.426337220914,3322.66268460148,39871.9522152177,7689.13705197901,49999,35000,10127.0477847823,-4871.95221521772,2437.91073280327,-12561.0892671967,"At-Risk",1,62.132,1
"458","24","021","750701","00301","24021750701","00301","$35,000 to $49,999","3",42122.151369863,24,20527263.2912236,4530.70229558549,870.8822290949,1490,967.603726027397,495.745675146771,108.63391252544,257.74824853229,29.99,396.285554279451,3746.00711651135,44952.0853981362,10450.5867491388,49999,35000,5046.91460186381,-9952.08539813619,-5403.67214727499,-20402.672147275,"Food Insecure",2,22.198,2
"459","24","021","750701","00301","24021750701","00301","$35,000 to $49,999","4",42858.4455737705,14,13931504.7886728,3732.49310631283,1101.40800469703,1860,1172.6636852459,630.196590163934,62.0310014148265,-11.2148790746583,29.99,485.628928152169,4229.29532590217,50751.5439108261,13216.8960563644,49999,35000,-752.543910826069,-15751.5439108261,-13969.4399671905,-28968.4399671905,"Food Insecure",3,13.752,2
"460","24","021","750701","00301","24021750701","00301","$35,000 to $49,999","5",42311.7920689655,6,9970694.00787069,3157.64057610595,1530.38874651925,2220,869.961351724138,1524.36303448276,1.09917535344828,-270.541545977011,29.99,617.58023080796,4992.45224639129,59909.4269566955,18364.664958231,49999,35000,-9910.42695669551,-24909.4269566955,-28275.0919149265,-43274.0919149265,"Food Insecure",2,50.882,2
"461","24","021","750701","00301","24021750701","00301","$50,000 to $59,999","1",55535.5150529501,46,7130497.48732231,2670.29913817203,349.857243896371,1290,506.604,0,389.509488186051,962.716282843895,29.99,256.596073208242,3435.41584423819,41224.9901308583,4198.28692675645,59999,50000,18774.0098691417,8775.00986914174,14575.7229423853,4576.72294238529,"Food Secure",1,10.672,2
"462","24","021","750701","00301","24021750701","00301","$50,000 to $59,999","2",55823.9013526119,55,6824905.84431423,2612.45207502726,641.288702753375,1310,986.27103358209,0,278.169292005742,858.413067334119,29.99,324.571902834121,3787.41529575607,45448.9835490729,7695.46443304051,59999,50000,14550.0164509271,4551.01645092715,6854.55201788664,-3144.44798211336,"At-Risk",1,7.279,1
"463","24","021","750701","00301","24021750701","00301","$50,000 to $59,999","3",54393.5339552239,13,8492544.54423311,2914.19706681499,891.903788691297,1490,1115.28492537313,214.361492537313,223.6090935,599.903418803419,29.99,396.514930010174,4069.66386022404,48835.9663226885,10702.8454642956,59999,50000,11163.0336773115,1164.03367731151,460.188213015948,-9538.81178698405,"At-Risk",3,6.066,2
"464","24","021","750701","00301","24021750701","00301","$50,000 to $59,999","4",55184.7305389222,12,4987900.3794232,2233.36078129424,1144.30522556889,1860,1416.67106586826,183.703952095808,179.777879507299,496.353819951338,29.99,481.444812304026,4647.94152972673,55775.2983567208,13731.6627068266,59999,50000,4223.70164327919,-5775.29835672081,-9507.96106354745,-19506.9610635475,"Food Insecure",3,1.323,3
"465","24","021","750701","00301","24021750701","00301","$50,000 to $59,999","5",54111.1011235955,8,12442435.3517601,3527.38364113688,1284.74063729941,2220,1388.89186516854,1025.87550561798,81.2435598503289,159.655230263158,29.99,603.074156793626,5508.73031769363,66104.7638123236,15416.8876475929,59999,50000,-6105.76381232355,-16104.7638123236,-21522.6514599165,-31521.6514599165,"Food Insecure",2,1.66,2
"466","24","021","750701","00301","24021750701","00301","$60,000 to $74,999","1",67199.9928765265,55,21106042.8089471,4594.1313443291,349.857243896371,1290,506.604,0,473.071547172414,1250.28825962019,29.99,264.952279106879,3814.90608589948,45778.8730307938,4198.28692675645,74999,60000,29220.1269692062,14221.1269692062,25021.8400424498,10022.8400424498,"Food Secure",1,35.85,1
"467","24","021","750701","00301","24021750701","00301","$60,000 to $74,999","2",67119.5798845471,94,18356754.948255,4284.47837528152,640.270447683552,1310,987.112944937833,20.1572291296625,381.614104238411,1052.50940375225,29.99,336.914472598946,4118.2981546571,49419.5778558852,7683.24537220263,74999,60000,25579.4221441148,10580.4221441148,17896.1767719122,2897.17677191216,"Food Secure",1,46.667,1
"468","24","021","750701","00301","24021750701","00301","$60,000 to $74,999","3",67067.7290590406,26,13637533.5016078,3692.90312648569,870.916636944236,1490,1130.9794095941,385.598228782288,339.884410345183,903.520183486239,29.99,424.73686856658,4704.70910077439,56456.5092092926,10450.9996433308,74999,60000,18542.4907907074,3543.49079070736,8091.49114737653,-6907.50885262347,"At-Risk",4,16.262,3
"469","24","021","750701","00301","24021750701","00301","$60,000 to $74,999","4",67633.0536407767,16,14609768.9457896,3822.27274612757,1102.71887025373,1860,898.853213592233,550.631262135922,310.680502050514,550.012593226788,29.99,475.28738480324,4675.4549558087,56105.4594697044,13232.6264430447,74999,60000,18893.5405302956,3894.54053029564,5660.91408725092,-9338.08591274908,"At-Risk",2,16.497,2
"470","24","021","750701","00301","24021750701","00301","$60,000 to $74,999","5",67326.4611764706,10,9192499.12626239,3031.91344306898,1307.21567030149,2220,1458.22484705882,1061.2511372549,214.30456357416,477.075323383085,29.99,629.098621818938,6089.94449308991,73079.3339170789,15686.5880436179,74999,60000,1919.66608292112,-13079.3339170789,-13766.9219606968,-28765.9219606968,"Food Insecure",2,31.724,2
"471","24","021","750701","00301","24021750701","00301","$75,000 to $99,999","1",85895.5639175258,57,47752181.1027093,6910.29529779367,349.857243896371,1290,506.604,0,607.253961211966,1795.51385103926,29.99,278.370520510834,4507.73233276206,54092.7879931447,4198.28692675645,99999,75000,45906.2120068553,20907.2120068553,41707.9250800988,16708.9250800988,"Food Secure",1,54.471,1
"472","24","021","750701","00301","24021750701","00301","$75,000 to $99,999","2",86827.2615627074,189,61479746.1649633,7840.90212698535,641.388989404066,1310,1009.51016058394,0,618.152459853217,1525.2706502022,29.99,360.904160984122,4853.82743162348,58245.9291794817,7696.66787284879,99999,75000,41753.0708205183,16754.0708205183,34056.4029476695,9057.4029476695,"Food Secure",1,103.812,1
"473","24","021","750701","00301","24021750701","00301","$75,000 to $99,999","3",88597.3394634146,67,57230140.7238342,7565.06052347463,889.117198487253,1490,1204.4819004878,255.210107317073,542.092529485261,1372.75926955877,29.99,441.089173577739,5335.62298042665,64027.4757651198,10669.406381847,99999,75000,35971.5242348802,10972.5242348802,25302.1178530332,303.117853033193,"Food Secure",3,77.043,4
"474","24","021","750701","00301","24021750701","00301","$75,000 to $99,999","4",90095.5881355932,44,55633336.3726985,7458.77579584602,1100.74550132721,1860,1279.38976271186,741.65778357236,442.734062116118,1161.12731224726,29.99,545.451710972755,6060.35063162035,72724.2075794442,13208.9460159265,99999,75000,27274.7924205558,2275.79242055578,14065.8464046293,-10933.1535953707,"At-Risk",3,62.803,3
"475","24","021","750701","00301","24021750701","00301","$75,000 to $99,999","5",88807.6109589041,35,50634379.2934581,7115.78381441272,1375.61120311387,2220,1287.82504109589,1168.53753424658,418.165001557031,867.470236111111,29.99,650.012878001337,6642.00069101194,79704.0082921433,16507.3344373664,99999,75000,20294.9917078567,-4704.00829214333,3787.65727049025,-21211.3427295097,"At-Risk",1,55.872,1
"476","24","021","750701","00301","24021750701","00301","$100,000 to $124,999","1",111336.545454545,40,39376483.4303442,6275.06840045144,349.857243896371,1290,506.604,0,798.168791234466,2547.58458454457,29.99,297.462003513084,5469.80937929212,65637.7125515055,4198.28692675645,124999,1e+05,59361.2874484945,34362.2874484945,55163.0005217381,30164.0005217381,"Food Secure",3,31.051,2
"477","24","021","750701","00301","24021750701","00301","$100,000 to $124,999","2",111658.735985808,138,49027956.721141,7001.99662390243,641.185816405748,1310,1010.12677952357,4.06017232640649,791.304510915897,2103.63663201239,29.99,378.666727917162,5627.78482269543,67533.4178723451,7694.22979686897,124999,1e+05,57465.5821276549,32466.5821276549,49771.3523307859,24772.3523307859,"Food Secure",1,92.972,1
"478","24","021","750701","00301","24021750701","00301","$100,000 to $124,999","3",113114.63614786,82,41285300.673998,6425.363855378,878.785794944766,1490,1215.45535564202,287.025649805447,801.301805165948,1950.39100574713,29.99,470.255860555819,6244.41967691636,74933.0361229964,10545.4295393372,124999,1e+05,50065.9638770036,25066.9638770036,39520.5343376664,14521.5343376664,"Food Secure",3,55.538,3
"479","24","021","750701","00301","24021750701","00301","$100,000 to $124,999","4",113729.209489051,59,44283842.2518282,6654.61060106662,1095.32297640635,1860,1255.41648175182,663.316399026764,737.103330046619,1606.96423754998,29.99,564.114918723156,6716.90536709835,80602.8644051802,13143.8757168762,124999,1e+05,44396.1355948198,19397.1355948198,31252.2598779437,6253.25987794366,"Food Secure",3,37.055,3
"480","24","021","750701","00301","24021750701","00301","$100,000 to $124,999","5",114314.458617747,41,40251701.9724427,6344.42290302615,1423.35257362776,2220,1327.89034812287,1122.90225255973,570.515948717143,1383.39707777778,29.99,669.46511230275,7324.16073948026,87889.9288737632,17080.2308835332,124999,1e+05,37109.0711262368,12110.0711262368,20028.8402427036,-4970.15975729636,"At-Risk",2,67.384,2
"481","24","021","750701","00301","24021750701","00301","$125,000 to $149,999","1",134308.867924528,17,25267178.8887431,5026.6468832357,349.857243896371,1290,506.604,0,959.101583471591,3262.87416666667,29.99,313.555282736796,6362.12503287505,76345.5003945006,4198.28692675645,149999,125000,73653.4996054994,48654.4996054994,69455.2126787429,44456.2126787429,"Food Secure",3,16.74,3
"482","24","021","750701","00301","24021750701","00301","$125,000 to $149,999","2",138322.633689176,129,57084646.5875766,7555.43821280914,640.613395734547,1310,985.53846673287,13.2583912611718,978.838875981148,2917.01844899818,29.99,395.823912970974,6630.46809594434,79565.6171513321,7687.36074881456,149999,125000,70433.3828486679,45434.3828486679,62746.0220998533,37747.0220998533,"Food Secure",2,95.632,2
"483","24","021","750701","00301","24021750701","00301","$125,000 to $149,999","3",137952.556917476,77,40986486.0528165,6402.06888847789,857.836143847083,1490,1111.98758252427,416.479223300971,984.053537734211,2698.90680611695,29.99,489.034648740654,7220.45179841706,86645.4215810047,10294.033726165,149999,125000,63353.5784189953,38354.5784189953,53059.5446928303,28060.5446928303,"Food Secure",4,68.805,4
"484","24","021","750701","00301","24021750701","00301","$125,000 to $149,999","4",138182.699519744,68,46426978.189495,6813.73452590391,1117.0573966646,1860,1371.12886232657,476.131696905016,982.314843578993,2489.03314557613,29.99,583.662279947518,7792.26082833423,93507.1299400108,13404.6887599752,149999,125000,56491.8700599892,31492.8700599892,43087.1813000141,18088.1813000141,"Food Secure",3,43.054,3
"485","24","021","750701","00301","24021750701","00301","$125,000 to $149,999","5",137360.803125,34,46153585.1267902,6793.64299376926,1461.27512081969,2220,1525.089125,1510.448125,852.193340452641,2120.61637166939,29.99,759.899571127233,9018.23653324926,108218.838398991,17535.3014498363,149999,125000,41780.1616010089,16781.1616010089,24244.8601511726,-754.139848827403,"At-Risk",2,44.769,2
"486","24","021","750701","00301","24021750701","00301","$150,000 to $199,999","1",170772.418326693,20,156899606.132503,12525.9572940555,349.857243896371,1290,506.604,0,1234.08993054532,4391.33643426295,29.99,341.054117444169,7793.07448225244,93516.8937870292,4198.28692675645,199999,150000,106482.106212971,56483.1062129708,102283.819286214,52284.8192862143,"Food Secure",3,13.142,2
"487","24","021","750701","00301","24021750701","00301","$150,000 to $199,999","2",174364.171607946,185,215603327.58747,14683.4371857365,641.121362565294,1310,1009.22048725637,5.25440779610195,1228.76885947917,3728.87084979424,29.99,422.435511709693,7734.54011603557,92814.4813924269,7693.45635078352,199999,150000,107184.518607573,57185.5186075731,99491.0622567896,49492.0622567896,"Food Secure",2,64.357,2
"488","24","021","750701","00301","24021750701","00301","$150,000 to $199,999","3",171880.78208457,89,177897186.347468,13337.810403041,893.0846161699,1490,1269.89237091988,185.582255192878,1225.47816225181,3578.08099427754,29.99,509.402740453447,8288.42652309556,99461.1182771467,10717.0153940388,199999,150000,100537.881722853,50538.8817228533,89820.8663288145,39821.8663288145,"Food Secure",2,47.635,2
"489","24","021","750701","00301","24021750701","00301","$150,000 to $199,999","4",172520.535019206,119,201711307.478241,14202.5106047572,1101.50962766134,1860,1162.07562868118,697.236235595391,1230.74295944552,3313.4269844086,29.99,608.155445138343,8901.62725326904,106819.527039228,13218.1155319361,199999,150000,93179.4729607715,43180.4729607715,79961.3574288355,29962.3574288355,"Food Secure",4,42.868,3
"490","24","021","750701","00301","24021750701","00301","$150,000 to $199,999","5",175964.038334435,79,228893034.996731,15129.2113144318,1468.52190332283,2220,1674.8401903503,919.036219431593,1226.44067015521,3275.82689336109,29.99,753.882898325993,10100.0168716242,121200.20245949,17622.2628398739,199999,150000,78798.7975405098,28799.7975405098,61176.5347006359,11177.5347006359,"Food Secure",2,24.999,2
"491","24","021","750701","00301","24021750701","00301","$200,000 or more","1",283178.165,16,4004182552.7917,63278.6105472592,349.857243896371,1290,506.604,0,2046.39206612545,7969.08196428571,29.99,422.284331002182,12264.3523614133,147172.22833696,4198.28692675645,1e+07,2e+05,9852827.77166304,52827.7716630399,9848629.48473628,48629.4847362834,"Food Secure",2,8.935,2
"492","24","021","750701","00301","24021750701","00301","$200,000 or more","2",306041.086342503,196,17857425756.7902,133631.679465575,641.339725062107,1310,998.094281286323,0,2146.10460026712,7450.49424148419,29.99,512.552860661555,12447.2359836992,149366.83180439,7696.07670074528,1e+07,2e+05,9850633.16819561,50633.1681956098,9842937.09149486,42937.0914948645,"Food Secure",2,71.253,2
"493","24","021","750701","00301","24021750701","00301","$200,000 or more","3",298262.136396527,126,17488008426.3554,132242.233898084,902.371308588078,1490,1308.66590448625,127.011905451037,2110.20367329644,7210.26305016564,29.99,596.824279182181,12872.9588125815,154475.505750979,10828.4557030569,1e+07,2e+05,9845524.49424902,45524.4942490214,9834696.03854596,34696.0385459645,"Food Secure",3,55.702,3
"494","24","021","750701","00301","24021750701","00301","$200,000 or more","4",288091.538345385,160,15086843998.8221,122828.514599917,1123.9020674535,1860,1387.93550148873,468.864687367078,2032.97443463799,6724.47702582063,29.99,690.36666909473,13194.6083184092,158335.29982091,13486.8248094421,1e+07,2e+05,9841664.70017909,41664.7001790901,9828177.87536965,28177.8753696481,"Food Secure",1,48.13,1
"495","24","021","750701","00301","24021750701","00301","$200,000 or more","5",296874.792079807,111,14905286903.4008,122087.210236784,1477.61419415089,2220,1814.46317775091,770.855018137848,2077.21711411782,6837.83614261651,29.99,839.013950415747,14589.3754030388,175072.504836466,17731.3703298107,1e+07,2e+05,9824927.49516353,24927.495163534,9807196.12483372,7196.12483372333,"Food Secure",2,47.98,2
"496","24","021","750702","00301","24021750702","00301","Less than $35,000","1",19925.3042454452,190,67123879.6734096,8192.91643271244,349.857243896371,1290,401.968,0,39.990538531173,230.067898614536,29.99,211.180578242754,2203.19701538846,26438.3641846616,4198.28692675645,35000,0,8561.63581533845,-26438.3641846616,4363.348888582,-30636.651111418,"At-Risk",5,236.732,4
"497","24","021","750702","00301","24021750702","00301","Less than $35,000","2",23180.4483716475,97,91569941.3744878,9569.21843070205,636.865912972448,1310,752.342406130268,53.8446998722861,24.5562029476921,171.296477425876,29.99,280.759922192269,2622.78970856839,31473.4765028207,7642.39095566938,35000,0,3526.52349717931,-31473.4765028207,-4115.86745849007,-39115.8674584901,"Food Insecure",4,92.468,3
"498","24","021","750702","00301","24021750702","00301","Less than $35,000","3",22012.6608597285,20,76710572.7421267,8758.45721243911,841.877546192532,1490,562.027656108597,750.135022624434,3.19313510888009,-424.224932126697,29.99,367.722336003444,2778.84321771866,33346.1186126239,10102.5305543104,35000,0,1653.88138737608,-33346.1186126239,-8448.6491669343,-43448.6491669343,"Food Insecure",2,77.793,2
"499","24","021","750702","00301","24021750702","00301","Less than $35,000","4",25242.16953125,8,74856669.7188705,8651.97490281095,1060.64985542502,1860,854.182,1074.48125,0,-626.081226851852,29.99,487.930310542502,3680.50233369065,44166.0280042878,12727.7982651002,35000,0,-9166.02800428779,-44166.0280042878,-21893.826269388,-56893.826269388,"Food Insecure",2,19.156,1
"500","24","021","750702","00301","24021750702","00301","Less than $35,000","5",23366.0763157895,9,15576017.6685825,3946.64638251041,1483.46330244595,2220,1266.35031578947,1412.28390977444,0,-800.043151629073,29.99,641.208752800986,4769.78982673582,57237.4779208299,17801.5596293514,35000,0,-22237.4779208299,-57237.4779208299,-40039.0375501813,-75039.0375501813,"Food Insecure",1,35.851,1
"501","24","021","750702","00301","24021750702","00301","$35,000 to $49,999","1",42918.6323386114,55,16526775.869145,4065.31374793447,349.857243896371,1290,401.968,0,214.376989335557,674.642095901005,29.99,228.619223323193,2839.59630855975,34075.1557027171,4198.28692675645,49999,35000,15923.8442972829,924.844297282943,11725.5573705265,-3273.44262947351,"At-Risk",3,110.105,4
"502","24","021","750702","00301","24021750702","00301","$35,000 to $49,999","2",42097.1673978066,82,14590496.4223342,3819.75083249343,640.761420998251,1310,766.264023928215,8.65232303090728,169.129969157051,526.734396169674,29.99,292.479773711442,3103.25048599729,37239.0058319675,7689.13705197901,49999,35000,12759.9941680325,-2239.00583196747,5070.85711605352,-9928.14288394648,"At-Risk",4,75.086,3
"503","24","021","750702","00301","24021750702","00301","$35,000 to $49,999","3",42122.151369863,24,20527263.2912236,4530.70229558549,870.8822290949,1490,767.75101369863,495.745675146771,108.63391252544,257.74824853229,29.99,376.300283046574,3526.16913294971,42314.0295953965,10450.5867491388,49999,35000,7684.97040460353,-7314.02959539647,-2765.61634453527,-17764.6163445353,"Food Insecure",2,29.807,2
"504","24","021","750702","00301","24021750702","00301","$35,000 to $49,999","4",42858.4455737705,14,13931504.7886728,3732.49310631283,1101.40800469703,1860,930.457075409836,630.196590163934,62.0310014148265,-11.2148790746583,29.99,461.408267168563,3962.8680550825,47554.41666099,13216.8960563644,49999,35000,2444.58333900999,-12554.41666099,-10772.3127173544,-25771.3127173544,"Food Insecure",1,16.116,1
"505","24","021","750702","00301","24021750702","00301","$35,000 to $49,999","5",42311.7920689655,6,9970694.00787069,3157.64057610595,1530.38874651925,2220,690.276082758621,1524.36303448276,1.09917535344828,-270.541545977011,29.99,599.611703911408,4794.79845052922,57537.5814063507,18364.664958231,49999,35000,-7538.58140635069,-22537.5814063507,-25903.2463645817,-40902.2463645817,"Food Insecure",1,43.886,1
"506","24","021","750702","00301","24021750702","00301","$50,000 to $59,999","1",55535.5150529501,46,7130497.48732231,2670.29913817203,349.857243896371,1290,401.968,0,389.509488186051,962.716282843895,29.99,246.132473208242,3320.31624423819,39843.7949308583,4198.28692675645,59999,50000,20155.2050691417,10156.2050691417,15956.9181423853,5957.91814238529,"Food Secure",4,71.244,4
"507","24","021","750702","00301","24021750702","00301","$50,000 to $59,999","2",55823.9013526119,55,6824905.84431423,2612.45207502726,641.288702753375,1310,782.562701492537,0,278.169292005742,858.413067334119,29.99,304.201069625165,3563.33613045756,42760.0335654908,7695.46443304051,59999,50000,17238.9664345092,7239.96643450923,9543.50200146873,-455.497998531274,"At-Risk",3,45.895,3
