"","STATEFP","COUNTYFP","TRACTCE","PUMA20","geoid","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","moe.x","num_hh","moe.y"
"42","24","021","740200","00302","24021740200","00302","$200,000 or more","2",309366.22335595,132,17607623959.1888,132693.722380484,641.115445435288,1400,1083.45269311065,4.87778705636743,2204.35839370868,7807.37422459664,29.99,536.379431931098,13066.4325304034,156797.190364841,7693.38534522346,1e+07,2e+05,9843202.80963516,43202.8096351589,9835509.42428993,35509.4242899354,"Food Secure",1,85.156,1
"43","24","021","740200","00302","24021740200","00302","$200,000 or more","3",274930.874581006,70,11650004534.3325,107935.186729502,890.024103906896,1590,1395.67803351955,180.588092577813,1952.40104055039,6513.59648040732,29.99,603.868127055465,12266.1217741105,147193.461289327,10680.2892468828,1e+07,2e+05,9852806.53871067,52806.5387106735,9842126.24946379,42126.2494637907,"Food Secure",3,67.54,3
"44","24","021","740200","00302","24021740200","00302","$200,000 or more","4",279622.279510489,63,11715442585.9051,108237.898103691,1121.98233328744,1990,1529.70978461538,378.039356643357,2000.79366858621,6522.13006197882,29.99,705.051514313239,13155.714386137,157868.572633644,13463.7879994493,1e+07,2e+05,9842131.42736636,42131.427366356,9828667.63936691,28667.6393669066,"Food Secure",2,73.717,2
"45","24","021","740200","00302","24021740200","00302","$200,000 or more","5",287833.874050633,52,19252780019.2592,138754.387387423,1507.54848725133,2370,2039.6573164557,735.601518987342,1981.28962750909,6649.0796949845,29.99,866.408695020345,14672.026852957,176064.322235484,18090.5818470159,1e+07,2e+05,9823935.67776452,23935.6777645164,9805845.0959175,5845.09591750044,"Food Secure",3,56.171,2
"46","24","021","750100","00301","24021750100","00301","Less than $35,000","1",19925.3042454452,190,67123879.6734096,8192.91643271244,349.857243896371,1300,404.04,0,39.990538531173,230.067898614536,29.99,212.387778242754,2216.47621538846,26597.7145846616,4198.28692675645,35000,0,8402.28541533845,-26597.7145846616,4203.99848858199,-30796.001511418,"At-Risk",3,108.35,2
"47","24","021","750100","00301","24021750100","00301","Less than $35,000","2",23180.4483716475,97,91569941.3744878,9569.21843070205,636.865912972448,1320,756.220459770115,53.8446998722861,24.5562029476921,171.296477425876,29.99,282.147727556254,2638.05556757222,31656.6668108667,7642.39095566938,35000,0,3343.33318913332,-31656.6668108667,-4299.05776653606,-39299.0577665361,"Food Insecure",1,89.137,1
"48","24","021","750100","00301","24021750100","00301","Less than $35,000","3",22012.6608597285,20,76710572.7421267,8758.45721243911,841.877546192532,1500,564.924705882353,750.135022624434,3.19313510888009,-424.224932126697,29.99,369.01204098082,2793.02997246979,33516.3596696375,10102.5305543104,35000,0,1483.64033036251,-33516.3596696375,-8618.89022394787,-43618.8902239479,"Food Insecure",1,4.518,1
"49","24","021","750100","00301","24021750100","00301","Less than $35,000","4",25242.16953125,8,74856669.7188705,8651.97490281095,1060.64985542502,1880,858.585,1074.48125,0,-626.081226851852,29.99,490.370610542502,3707.34563369065,44488.1476042878,12727.7982651002,35000,0,-9488.14760428779,-44488.1476042878,-22215.945869388,-57215.945869388,"Food Insecure",1,3.385,1
"50","24","021","750100","00301","24021750100","00301","Less than $35,000","5",23366.0763157895,9,15576017.6685825,3946.64638251041,1483.46330244595,2240,1272.87789473684,1412.28390977444,0,-800.043151629073,29.99,643.861510695723,4798.97016357793,57587.6419629351,17801.5596293514,35000,0,-22587.6419629351,-57587.6419629351,-40389.2015922865,-75389.2015922865,"Food Insecure",1,0.61,1
"51","24","021","750100","00301","24021750100","00301","$35,000 to $49,999","1",42918.6323386114,55,16526775.869145,4065.31374793447,349.857243896371,1300,404.04,0,214.376989335557,674.642095901005,29.99,229.826423323193,2852.87550855975,34234.5061027171,4198.28692675645,49999,35000,15764.4938972829,765.49389728294,11566.2069705265,-3432.79302947351,"At-Risk",3,42.332,2
"52","24","021","750100","00301","24021750100","00301","$35,000 to $49,999","2",42097.1673978066,82,14590496.4223342,3819.75083249343,640.761420998251,1320,770.213838484546,8.65232303090728,169.129969157051,526.734396169674,29.99,293.874755167076,3118.59528200925,37423.143384111,7689.13705197901,49999,35000,12575.856615889,-2423.14338411105,4886.71956390994,-10112.2804360901,"At-Risk",2,47.245,2
"53","24","021","750100","00301","24021750100","00301","$35,000 to $49,999","3",42122.151369863,24,20527263.2912236,4530.70229558549,870.8822290949,1500,771.708493150685,495.745675146771,108.63391252544,257.74824853229,29.99,377.69603099178,3541.52236034697,42498.2683241636,10450.5867491388,49999,35000,7500.73167583641,-7498.26832416359,-2949.85507330239,-17948.8550733024,"Food Insecure",1,1.85,1
"54","24","021","750100","00301","24021750100","00301","$35,000 to $49,999","4",42858.4455737705,14,13931504.7886728,3732.49310631283,1101.40800469703,1880,935.253245901639,630.196590163934,62.0310014148265,-11.2148790746583,29.99,463.887884217743,3990.14384262348,47881.7261114818,13216.8960563644,49999,35000,2117.27388851819,-12881.7261114818,-11099.6221678462,-26098.6221678462,"Food Insecure",1,2.736,1
"55","24","021","750100","00301","24021750100","00301","$35,000 to $49,999","5",42311.7920689655,6,9970694.00787069,3157.64057610595,1530.38874651925,2240,693.834206896552,1524.36303448276,1.09917535344828,-270.541545977011,29.99,601.967516325201,4820.71238708095,57848.5486449714,18364.664958231,49999,35000,-7849.54864497138,-22848.5486449714,-26214.2136032024,-41213.2136032024,"Food Insecure",1,0.837,1
"56","24","021","750100","00301","24021750100","00301","$50,000 to $59,999","1",55535.5150529501,46,7130497.48732231,2670.29913817203,349.857243896371,1300,404.04,0,389.509488186051,962.716282843895,29.99,247.339673208242,3333.59544423819,40003.1453308583,4198.28692675645,59999,50000,19995.8546691417,9996.85466914174,15797.5677423853,5798.56774238529,"Food Secure",1,30.474,1
"57","24","021","750100","00301","24021750100","00301","$50,000 to $59,999","2",55823.9013526119,55,6824905.84431423,2612.45207502726,641.288702753375,1320,786.596529850746,0,278.169292005742,858.413067334119,29.99,305.604452460986,3578.77334165159,42945.2800998191,7695.46443304051,59999,50000,17053.7199001809,7054.71990018088,9358.25546714037,-640.744532859629,"At-Risk",2,33.47,2
"58","24","021","750100","00301","24021750100","00301","$50,000 to $59,999","3",54393.5339552239,13,8492544.54423311,2914.19706681499,891.903788691297,1500,889.491044776119,214.361492537313,223.6090935,599.903418803419,29.99,374.935541950473,3832.29059156732,45987.4870988079,10702.8454642956,59999,50000,14011.5129011921,4012.51290119211,3308.66743689655,-6690.33256310345,"At-Risk",2,4.102,2
"59","24","021","750100","00301","24021750100","00301","$50,000 to $59,999","4",55184.7305389222,12,4987900.3794232,2233.36078129424,1144.30522556889,1880,1129.86035928144,183.703952095808,179.777879507299,496.353819951338,29.99,454.763741645343,4354.44975248123,52253.3970297747,13731.6627068266,59999,50000,7745.6029702253,-2253.3970297747,-5986.05973660134,-15985.0597366013,"Food Insecure",1,1.6,1
"60","24","021","750100","00301","24021750100","00301","$50,000 to $59,999","5",54111.1011235955,8,12442435.3517601,3527.38364113688,1284.74063729941,2240,1107.70516853933,1025.87550561798,81.2435598503289,159.655230263158,29.99,576.955487130704,5221.42495140149,62657.0994168179,15416.8876475929,59999,50000,-2658.09941681793,-12657.0994168179,-18074.9870644109,-28073.9870644109,"Food Insecure",1,0.354,1
"61","24","021","750100","00301","24021750100","00301","$60,000 to $74,999","1",67199.9928765265,55,21106042.8089471,4594.1313443291,349.857243896371,1300,404.04,0,473.071547172414,1250.28825962019,29.99,255.695879106878,3713.08568589948,44557.0282307938,4198.28692675645,74999,60000,30441.9717692062,15442.9717692062,26243.6848424498,11244.6848424498,"Food Secure",1,49.591,1
"62","24","021","750100","00301","24021750100","00301","$60,000 to $74,999","2",67119.5798845471,94,18356754.948255,4284.47837528152,640.270447683552,1320,787.267992895204,20.1572291296625,381.614104238411,1052.50940375225,29.99,317.929977394683,3909.46870741021,46913.6244889225,7683.24537220263,74999,60000,28085.3755110775,13086.3755110775,20402.1301388749,5403.13013887486,"Food Secure",1,92.125,1
"63","24","021","750100","00301","24021750100","00301","$60,000 to $74,999","3",67067.7290590406,26,13637533.5016078,3692.90312648569,870.916636944236,1500,902.008118081181,385.598228782288,339.884410345183,903.520183486239,29.99,402.839739415289,4463.84068011018,53566.0881613221,10450.9996433308,74999,60000,21432.9118386779,6433.91183867785,10981.912195347,-4017.08780465298,"At-Risk",2,2.793,2
"64","24","021","750100","00301","24021750100","00301","$60,000 to $74,999","4",67633.0536407767,16,14609768.9457896,3822.27274612757,1102.71887025373,1880,716.876796116505,550.631262135922,310.680502050514,550.012593226788,29.99,459.089743055667,4497.2808965854,53967.3707590248,13232.6264430447,74999,60000,21031.6292409752,6032.62924097524,7799.00279793052,-7199.99720206948,"At-Risk",1,6.112,1
"65","24","021","750100","00301","24021750100","00301","$60,000 to $74,999","5",67326.4611764706,10,9192499.12626239,3031.91344306898,1307.21567030149,2240,1163.00141176471,1061.2511372549,214.30456357416,477.075323383085,29.99,601.576278289526,5787.19871426638,69446.3845711965,15686.5880436179,74999,60000,5552.61542880347,-9446.38457119653,-10133.9726148144,-25132.9726148144,"Food Insecure",1,1.38,1
"66","24","021","750100","00301","24021750100","00301","$75,000 to $99,999","1",85895.5639175258,57,47752181.1027093,6910.29529779367,349.857243896371,1300,404.04,0,607.253961211966,1795.51385103926,29.99,269.114120510834,4405.91193276206,52870.9431931447,4198.28692675645,99999,75000,47128.0568068553,22129.0568068553,42929.7698800988,17930.7698800988,"Food Secure",1,48.491,1
"67","24","021","750100","00301","24021750100","00301","$75,000 to $99,999","2",86827.2615627074,189,61479746.1649633,7840.90212698535,641.388989404066,1320,805.130802919708,0,618.152459853217,1525.2706502022,29.99,341.466225217699,4640.01013819282,55680.1216583138,7696.66787284879,99999,75000,44318.8783416862,19319.8783416862,36622.2104688374,11623.2104688374,"Food Secure",1,86.898,1
"68","24","021","750100","00301","24021750100","00301","$75,000 to $99,999","3",88597.3394634146,67,57230140.7238342,7565.06052347463,889.117198487253,1500,960.629736585366,255.210107317073,542.092529485261,1372.75926955877,29.99,417.703957187495,5078.38560013397,60940.6272016076,10669.406381847,99999,75000,39058.3727983924,14059.3727983924,28388.9664165454,3389.96641654538,"Food Secure",1,6.247,1
"69","24","021","750100","00301","24021750100","00301","$75,000 to $99,999","4",90095.5881355932,44,55633336.3726985,7458.77579584602,1100.74550132721,1880,1020.37220338983,741.65778357236,442.734062116118,1161.12731224726,29.99,521.549955040552,5797.43131636612,69569.1757963934,13208.9460159265,99999,75000,30429.8242036066,5430.82420360661,17220.8781876801,-7778.12181231991,"At-Risk",1,12.51,1
"70","24","021","750100","00301","24021750100","00301","$75,000 to $99,999","5",88807.6109589041,35,50634379.2934581,7115.78381441272,1375.61120311387,2240,1027.0997260274,1168.53753424658,418.165001557031,867.470236111111,29.99,625.940346494487,6377.2028444366,76526.4341332392,16507.3344373664,99999,75000,23472.5658667608,-1526.43413323922,6965.23142939436,-18033.7685706056,"At-Risk",1,0.854,1
"71","24","021","750100","00301","24021750100","00301","$100,000 to $124,999","1",111336.545454545,40,39376483.4303442,6275.06840045144,349.857243896371,1300,404.04,0,798.168791234466,2547.58458454457,29.99,288.205603513084,5367.98897929212,64415.8677515055,4198.28692675645,124999,1e+05,60583.1322484945,35584.1322484945,56384.8453217381,31385.8453217381,"Food Secure",2,9.473,2
"72","24","021","750100","00301","24021750100","00301","$100,000 to $124,999","2",111658.735985808,138,49027956.721141,7001.99662390243,641.185816405748,1320,805.622584896097,4.06017232640649,791.304510915897,2103.63663201239,29.99,359.216308454415,5413.83020860521,64965.9625032625,7694.22979686897,124999,1e+05,60033.0374967375,35034.0374967375,52338.8076998685,27339.8076998685,"Food Secure",1,17.888,1
"73","24","021","750100","00301","24021750100","00301","$100,000 to $124,999","3",113114.63614786,82,41285300.673998,6425.363855378,878.785794944766,1500,969.381571984436,287.025649805447,801.301805165948,1950.39100574713,29.99,446.64848219006,5984.73851489302,71816.8621787162,10545.4295393372,124999,1e+05,53182.1378212838,28183.1378212838,42636.7082819466,17637.7082819466,"Food Secure",1,3.796,1
