"","STATEFP","COUNTYFP","TRACTCE","PUMA20","geoid","PUMA5CE_new","PUMA5CE","income_cat","hh_size","income_hh","num","var.w","sd","food_costs","housing_cost","trans_cost","cc_cost","healthcare_cost","net_taxes","internet_cost","other_cost","other_cost_20","non_food_exp","nonfood_cost_year","food_cost_year","upper_income","lower_income","food_budget_max","food_budget_min","net_result_max","net_result_min","food_insecure_status","num_hh"
"14","11","001","000101","00106","11001000101","00106","101","$50,000 to $59,999","5",53933,1,0,0,2090.07853478988,2742,1151.97943919505,0,96.290629875,1033.94083333333,23.4861010989011,610.383470495883,966.415706957975,5658.08047399817,67896.965687978,25080.9424174785,59999,50000,-7897.96568797801,-17896.965687978,-32978.9081054565,-42977.9081054565,"Food Insecure",0
"15","11","001","000101","00106","11001000101","00106","101","$60,000 to $74,999","1",66418.6512037581,76,20923845.8359665,4574.25904775479,440.016533639974,1589,344.760652175208,0,472.103866852932,1285.34935101153,23.4861010989011,286.936715376702,405.803306727995,4001.63668651528,48019.6402381833,5280.19840367969,74999,60000,26979.3597618167,11980.3597618167,21699.161358137,6700.16135813699,"Food Secure",22.134
"16","11","001","000101","00106","11001000101","00106","101","$60,000 to $74,999","2",68875.5254491018,35,18521042.1747637,4303.60804148841,806.55291229316,1615,655.518319201499,0,382.668766620336,1150.46906992814,23.4861010989011,348.322609921389,484.310582458632,4175.46486677026,50105.5784012431,9678.63494751792,74999,60000,24893.4215987569,9894.42159875686,15214.7866512389,215.786651238945,"Food Secure",6.519
"17","11","001","000101","00106","11001000101","00106","101","$60,000 to $74,999","3",68246.4095744681,8,8488626.01851746,2913.52467271473,1115.89763747082,1838,813.532242314355,279.040519148936,341.871951628125,1005.12837152778,23.4861010989011,441.182845166114,590.779527494164,4742.24203088421,56906.9043706105,13390.7716496498,74999,60000,18092.0956293895,3093.0956293895,4701.32397973968,-10297.6760202603,"At-Risk",2.347
"18","11","001","000101","00106","11001000101","00106","101","$60,000 to $74,999","4",67970.4375,2,15032365.2217742,3877.15942692252,1446.00289221561,2299,864.924877805167,358.4672,339.348011625,512.2175,23.4861010989011,533.122908274468,749.000578443122,4930.56659880354,59166.7991856424,17352.0347065873,74999,60000,15832.2008143576,833.20081435758,-1519.83389222972,-16518.8338922297,"Food Insecure",0
"19","11","001","000101","00106","11001000101","00106","101","$75,000 to $99,999","1",86934.9137660709,130,52508068.0800771,7246.24510212545,440.016533639974,1589,344.760652175208,0,618.713719414026,1918.32163611012,23.4861010989011,301.597700632811,405.803306727995,4795.87980943107,57550.5577131728,5280.19840367969,99999,75000,42448.4422868272,17449.4422868272,37168.2438831475,12169.2438831475,"Food Secure",3.878
"20","11","001","000101","00106","11001000101","00106","101","$75,000 to $99,999","2",88350.6737132353,45,50161121.8612403,7082.45168435622,805.219133900738,1615,655.518319201499,19.2055647058824,616.377222682549,1575.79834342964,23.4861010989011,373.480634158957,484.043826780148,4878.86618527742,58546.3942233291,9662.62960680886,99999,75000,41452.6057766709,16453.6057766709,31789.9761698621,6790.97616986207,"Food Secure",2.976
"21","11","001","000101","00106","11001000101","00106","101","$75,000 to $99,999","3",85842.8753709199,12,47181156.6153737,6868.85409769153,1040.86650130679,1838,813.532242314355,755.090611275964,561.507401276501,1290.94958713273,23.4861010989011,503.248285727251,575.773300261358,5785.8142288257,69429.7707459084,12490.3980156815,99999,75000,30569.2292540916,5570.22925409164,18078.8312384102,-6920.16876158982,"At-Risk",2.13
"22","11","001","000101","00106","11001000101","00106","101","$75,000 to $99,999","4",89044.9217391304,6,36133249.5464531,6011.09387270346,1378.73968640335,2299,864.924877805167,885.102636521739,449.976971894318,1373.00916666667,23.4861010989011,590.123027372347,735.547937280669,6485.62278135914,77827.4733763097,16544.8762368402,99999,75000,22171.5266236903,-2827.47337630966,5626.65038685019,-19372.3496131498,"At-Risk",0
"23","11","001","000101","00106","11001000101","00106","101","$75,000 to $99,999","5",80782.1463414634,5,15444554.4280488,3929.95603385697,1894.60676956591,2742,1151.97943919505,0,370.341903896341,1906.46914634146,23.4861010989011,618.24142137562,927.321353913182,6812.51801190738,81750.2161428885,22735.2812347909,99999,75000,18248.7838571115,-6750.21614288852,-4486.49737767941,-29485.4973776794,"Food Insecure",0.016
"24","11","001","000101","00106","11001000101","00106","101","$100,000 to $124,999","1",110140.88683432,91,50471713.893959,7104.34471953318,440.016533639974,1589,344.760652175208,0,789.408524302238,2688.68182480933,23.4861010989011,318.667181121632,405.803306727995,5754.00428350731,69048.0514020877,5280.19840367969,124999,1e+05,55950.9485979123,30951.9485979123,50670.7501942326,25671.7501942326,"Food Secure",120.971
"25","11","001","000101","00106","11001000101","00106","101","$100,000 to $124,999","2",113116.447695684,56,26525076.5885873,5150.25014815662,804.940048139324,1615,655.518319201499,32.9198396488661,814.211090500982,2303.34786157779,23.4861010989011,394.607539858957,483.988009627865,5839.090751887,70069.089022644,9659.28057767189,124999,1e+05,54929.910977356,29930.910977356,45270.6303996841,20271.6303996841,"Food Secure",26.716
"26","11","001","000101","00106","11001000101","00106","101","$100,000 to $124,999","3",113183.424581006,18,59493406.1889739,7713.19688514263,1133.96519803031,1838,813.532242314355,134.421452513966,802.486393699219,2096.5713817402,23.4861010989011,474.589138765675,594.393039606062,6183.08671013231,74197.0405215877,13607.5823763637,124999,1e+05,50801.9594784123,25802.9594784123,37194.3771020486,12195.3771020486,"Food Secure",4.188
"27","11","001","000101","00106","11001000101","00106","101","$100,000 to $124,999","4",105956.934911243,6,38449865.6921668,6200.79556929325,1276.23288340611,2299,864.924877805167,1843.65092071006,763.446757028226,1541.14522849462,23.4861010989011,707.074154004847,715.046576681223,8042.72803914182,96512.7364697019,15314.7946008734,124999,1e+05,28486.2635302981,3487.26353029814,13171.4689294248,-11827.5310705752,"At-Risk",0
"28","11","001","000101","00106","11001000101","00106","101","$100,000 to $124,999","5",107714.962962963,4,15964173.1111111,3995.5191291134,1606.37116303736,2742,1151.97943919505,1864.41659259259,576.934806,1615.32358024691,23.4861010989011,796.518810192391,869.674232607473,8770.65932932585,105247.91195191,19276.4539564484,124999,1e+05,19751.0880480898,-5247.91195191018,474.634091641441,-24524.3659083586,"At-Risk",1.124
"29","11","001","000101","00106","11001000101","00106","101","$125,000 to $149,999","1",136973.963057325,63,55328732.5110627,7438.32861004827,440.016533639974,1589,344.760652175208,0,972.711790078785,3580.04581496224,23.4861010989011,336.997507699287,405.803306727995,6847.00186601442,82164.022392173,5280.19840367969,149999,125000,67834.977607827,42835.977607827,62554.7792041473,37555.7792041473,"Food Secure",10.277
"30","11","001","000101","00106","11001000101","00106","101","$125,000 to $149,999","2",138238.034847542,71,51492569.1146006,7175.83229420815,806.64058323833,1615,655.518319201499,1.09817149968886,988.517141305927,3237.45911302395,23.4861010989011,409.026031634435,484.328116647666,6930.1048777644,83161.2585331728,9679.68699885996,149999,125000,66837.7414668272,41838.7414668272,57158.0544679672,32159.0544679672,"Food Secure",6.109
"31","11","001","000101","00106","11001000101","00106","101","$125,000 to $149,999","3",139826.820960699,12,36085261.7090324,6007.10094047307,1125.21761542984,1838,813.532242314355,180.408896069869,973.725579202456,3183.97795071336,23.4861010989011,495.437043411542,592.643523085967,7508.56781281048,90102.8137537258,13502.611385158,149999,125000,59896.1862462742,34897.1862462742,46393.5748611162,21394.5748611162,"Food Secure",2.5
"32","11","001","000101","00106","11001000101","00106","101","$125,000 to $149,999","4",136104.487804878,6,88364508.746763,9400.23982389615,1430.77696334737,2299,864.924877805167,720.969678048781,975.782315511853,2355.3042816092,23.4861010989011,631.493993581207,745.955392669473,7870.9612476551,94451.5349718613,17169.3235601684,149999,125000,55547.4650281387,30548.4650281387,38378.1414679704,13379.1414679704,"Food Secure",0
"33","11","001","000101","00106","11001000101","00106","101","$125,000 to $149,999","5",139162,1,0,0,1739.35745483672,2742,1151.97943919505,0,1055.9395119375,2954.35416666667,23.4861010989011,671.276250706818,896.271490967345,8599.03546960494,103188.425635259,20872.2894580407,149999,125000,46810.5743647408,21811.5743647408,25938.2849067001,939.284906700079,"Food Secure",0.115
"34","11","001","000101","00106","11001000101","00106","101","$150,000 to $199,999","1",170910.299077734,66,190218362.652748,13791.9673235093,440.016533639974,1589,344.760652175208,0,1212.86583875128,4503.67519885832,23.4861010989011,361.012912566536,405.803306727995,8034.80070345025,96417.6084414029,5280.19840367969,199999,150000,103581.391558597,53582.3915585971,98301.1931549174,48302.1931549174,"Food Secure",80.296
"35","11","001","000101","00106","11001000101","00106","101","$150,000 to $199,999","2",171352.388833992,120,200825090.732075,14171.2769619422,806.668449846101,1615,655.518319201499,0,1221.0862548895,4156.3310933542,23.4861010989011,432.1759125036,484.33368996922,8103.59768104769,97243.1721725723,9680.02139815321,199999,150000,102755.827827428,52756.8278274277,93075.8064292745,43076.8064292745,"Food Secure",74.882
"36","11","001","000101","00106","11001000101","00106","101","$150,000 to $199,999","3",173389.221441125,30,187390532.855807,13689.066179101,1126.02840304427,1838,813.532242314355,280.952317047452,1242.58273572656,3892.00430253623,23.4861010989011,532.458179923154,592.805680608853,8623.01587864666,103476.19054376,13512.3408365312,199999,150000,96522.8094562401,46523.8094562401,83010.4686197089,33011.4686197089,"Food Secure",11.778
"37","11","001","000101","00106","11001000101","00106","101","$150,000 to $199,999","4",170527.67535545,20,116625111.473928,10799.3106943882,1344.43191348908,2299,864.924877805167,1254.13491090047,1269.79560298878,3782.96144757433,23.4861010989011,705.57734062824,728.686382697815,10199.8802809959,122398.563371951,16133.1829618689,199999,150000,77600.4366280493,27601.4366280493,61467.2536661804,11468.2536661804,"Food Secure",0
"38","11","001","000101","00106","11001000101","00106","101","$150,000 to $199,999","5",174908.637583893,9,202841003.894794,14242.226086353,1776.91890512078,2742,1151.97943919505,1330.6780885906,1208.81697672196,3666.93683021807,23.4861010989011,823.38795107273,903.783781024156,10947.2853868973,131367.424642768,21323.0268614494,199999,150000,68631.5753572322,18632.5753572322,47308.5484957828,-2690.45150421716,"At-Risk",2.043
"39","11","001","000101","00106","11001000101","00106","101","$200,000 or more","1",366032.735549133,92,49881729244.4838,223342.17972538,440.016533639974,1589,344.760652175208,0,2391.31451632593,11860.1542511717,23.4861010989011,478.857780324002,405.803306727995,16687.5733010958,200250.879613149,5280.19840367969,1e+07,2e+05,9799749.12038685,-250.879613149038,9794468.92198317,-5531.07801682872,"At-Risk",79.759
"40","11","001","000101","00106","11001000101","00106","101","$200,000 or more","2",425772.689130759,336,62364915919.8704,249729.685700099,806.694518578443,1615,655.518319201499,0,2843.02895742163,13039.8651427061,23.4861010989011,594.372789630048,484.338903715689,18771.2713100582,225255.255720699,9680.33422294131,1e+07,2e+05,9774744.7442793,-25255.2557206986,9765064.41005636,-34935.5899436399,"At-Risk",140.646
"41","11","001","000101","00106","11001000101","00106","101","$200,000 or more","3",449470.871786082,153,82838255039.2435,287816.356448419,1093.28032093932,1838,813.532242314355,525.546409598903,2864.90699707576,13977.7060384447,23.4861010989011,715.875207102723,586.256064187864,20759.0529956353,249108.635947624,13119.3638512718,1e+07,2e+05,9750891.36405238,-49108.6359476236,9737772.0002011,-62227.9997988955,"At-Risk",38.894
"42","11","001","000101","00106","11001000101","00106","101","$200,000 or more","4",460869.581109445,172,73095518386.4288,270361.828641598,1381.64572401882,2299,864.924877805167,978.543977451274,3054.57092116412,14417.2565501686,23.4861010989011,860.217160153829,736.129144803765,22497.9995878418,269975.995054102,16579.7486882259,1e+07,2e+05,9730024.0049459,-69975.9950541022,9713444.25625767,-86555.743742328,"At-Risk",0
"43","11","001","000101","00106","11001000101","00106","101","$200,000 or more","5",475064.862907684,88,83718494412.5841,289341.484085127,1700.84939291901,2742,1151.97943919505,1321.24373200663,3071.05739969474,15035.5852093463,23.4861010989011,1001.06160649143,888.569878583803,24346.4134878331,292156.961853997,20410.1927150282,1e+07,2e+05,9707843.038146,-92156.9618539968,9687432.84543098,-112567.154569025,"At-Risk",13.701
"44","11","001","000102","00101","11001000102","00101","101","Less than $35,000","1",16855.3075042777,155,104517496.105907,10223.3798768268,440.016533639974,1589,344.760652175208,0,39.3609944392099,100.113043978522,23.4861010989011,243.662428135329,405.803306727995,2340.38321982717,28084.5986379261,5280.19840367969,35000,0,6915.40136207395,-28084.5986379261,1635.20295839426,-33364.7970416057,"At-Risk",26.612
"45","11","001","000102","00101","11001000102","00101","101","Less than $35,000","2",14191.313755796,43,98592690.8627052,9929.38522078307,793.9613706608,1615,655.518319201499,131.865500463679,4.75525250466102,0,23.4861010989011,322.458654392954,481.79227413216,2753.08382766169,33037.0059319403,9527.5364479296,35000,0,1962.99406805968,-33037.0059319403,-7564.54237986991,-42564.5423798699,"Food Insecure",11.92
"46","11","001","000102","00101","11001000102","00101","101","Less than $35,000","3",7749.63214285714,10,88123434.2333717,9387.40828095656,1135.54958752058,1838,813.532242314355,371.86048,0,0,23.4861010989011,418.242841093383,594.709917504116,3465.12166450664,41581.4599740797,13626.5950502469,35000,0,-6581.45997407967,-41581.4599740797,-20208.0550243266,-55208.0550243266,"Food Insecure",6.656
"47","11","001","000102","00101","11001000102","00101","101","Less than $35,000","4",12347.2991452991,7,105429937.952844,10267.9081585708,1418.05415456368,2299,864.924877805167,745.801299145299,0,0,23.4861010989011,535.126643261305,743.410830912736,4468.33892131067,53620.0670557281,17016.6498547642,35000,0,-18620.0670557281,-53620.0670557281,-35636.7169104922,-70636.7169104923,"Food Insecure",1.812
"48","11","001","000102","00101","11001000102","00101","101","Less than $35,000","5",33231.1111111111,2,566881.045751634,752.915032225838,1973.96306063488,2742,1151.97943919505,0,0,0,23.4861010989011,589.142860092883,943.192612126977,4506.60840038683,54079.300804642,23687.5567276186,35000,0,-19079.300804642,-54079.300804642,-42766.8575322606,-77766.8575322606,"Food Insecure",0
"49","11","001","000102","00101","11001000102","00101","101","$35,000 to $49,999","1",41601.4864104967,49,22388955.0324137,4731.69684493984,440.016533639974,1589,344.760652175208,0,209.532183870536,643.358688126566,23.4861010989011,260.679547078462,405.803306727995,3070.81717234967,36849.8060681961,5280.19840367969,49999,35000,13149.1939318039,-1849.80606819608,7868.99552812424,-7130.00447187576,"At-Risk",66.219
"50","11","001","000102","00101","11001000102","00101","101","$35,000 to $49,999","2",38895.1869688385,14,13891309.4535797,3727.1047011829,806.548982689131,1615,655.518319201499,0,151.278888624674,570.183542210618,23.4861010989011,325.183229161421,484.309796537826,3340.65008029711,40087.8009635653,9678.58779226957,49999,35000,9911.19903643466,-5087.80096356534,232.611244165089,-14766.3887558349,"At-Risk",7.498
"51","11","001","000102","00101","11001000102","00101","101","$35,000 to $49,999","3",41984.0714285714,3,4026962.11672474,2006.72920861903,1154.60596389922,1838,813.532242314355,0,106.772264746479,217.335504694836,23.4861010989011,393.639657205895,598.521192779843,3392.76577006047,40713.1892407256,13855.2715667906,49999,35000,9285.81075927441,-5713.18924072559,-4569.46080751618,-19568.4608075162,"Food Insecure",1.629
"52","11","001","000102","00101","11001000102","00101","101","$35,000 to $49,999","4",39691.0617283951,4,9736166.15864198,3120.28302540683,1442.1854001411,2299,864.924877805167,356.01335308642,70.8634293333333,167.522150205761,23.4861010989011,505.647316146492,748.237080028219,4287.45722767607,51449.4867321129,17306.2248016931,49999,35000,-1450.48673211288,-16449.4867321129,-18756.711533806,-33755.711533806,"Food Insecure",1.875
"53","11","001","000102","00101","11001000102","00101","101","$35,000 to $49,999","5",41603.8103448276,2,682440.156382335,826.099362293868,2014.64794910178,2742,1151.97943919505,3086.67605517241,0,0.0237828947368407,23.4861010989011,901.878954456815,951.329589820356,7906.04433281792,94872.531993815,24175.7753892214,49999,35000,-44873.531993815,-59872.531993815,-69049.3073830364,-84048.3073830364,"Food Insecure",1.78
"54","11","001","000102","00101","11001000102","00101","101","$50,000 to $59,999","1",54952.599458728,54,9773668.73180743,3126.28673218044,440.016533639974,1589,344.760652175208,0,387.126603578377,961.714253285544,23.4861010989011,278.438989049246,405.803306727995,3584.52659918728,43014.3191902473,5280.19840367969,59999,50000,16984.6808097527,6985.68080975268,11704.482406073,1705.48240607299,"Food Secure",0
"55","11","001","000102","00101","11001000102","00101","101","$50,000 to $59,999","2",55459.8449612403,28,5979257.97203281,2445.25212852025,806.696978339952,1615,655.518319201499,0,283.141921824742,855.576852806415,23.4861010989011,338.384332046509,484.33939566799,3771.10752697807,45253.2903237368,9680.36374007943,59999,50000,14745.7096762632,4746.70967626321,5065.34593618379,-4933.65406381621,"At-Risk",0
"56","11","001","000102","00101","11001000102","00101","101","$50,000 to $59,999","3",54901.4534883721,7,10707681.0329117,3272.25931626938,1107.04029552582,1838,813.532242314355,400.808604651163,247.842407166667,681.925,23.4861010989011,443.07096507569,589.008059105163,4448.66532030678,53383.9838436813,13284.4835463098,59999,50000,6615.0161563187,-3383.9838436813,-6669.46738999108,-16668.4673899911,"Food Insecure",0
"57","11","001","000102","00101","11001000102","00101","101","$50,000 to $59,999","5",53933,1,0,0,2090.07853478988,2742,1151.97943919505,0,96.290629875,1033.94083333333,23.4861010989011,610.383470495883,966.415706957975,5658.08047399817,67896.965687978,25080.9424174785,59999,50000,-7897.96568797801,-17896.965687978,-32978.9081054565,-42977.9081054565,"Food Insecure",0
"58","11","001","000102","00101","11001000102","00101","101","$60,000 to $74,999","1",66418.6512037581,76,20923845.8359665,4574.25904775479,440.016533639974,1589,344.760652175208,0,472.103866852932,1285.34935101153,23.4861010989011,286.936715376702,405.803306727995,4001.63668651528,48019.6402381833,5280.19840367969,74999,60000,26979.3597618167,11980.3597618167,21699.161358137,6700.16135813699,"Food Secure",236.852
"59","11","001","000102","00101","11001000102","00101","101","$60,000 to $74,999","2",68875.5254491018,35,18521042.1747637,4303.60804148841,806.55291229316,1615,655.518319201499,0,382.668766620336,1150.46906992814,23.4861010989011,348.322609921389,484.310582458632,4175.46486677026,50105.5784012431,9678.63494751792,74999,60000,24893.4215987569,9894.42159875686,15214.7866512389,215.786651238945,"Food Secure",35.171
"60","11","001","000102","00101","11001000102","00101","101","$60,000 to $74,999","3",68246.4095744681,8,8488626.01851746,2913.52467271473,1115.89763747082,1838,813.532242314355,279.040519148936,341.871951628125,1005.12837152778,23.4861010989011,441.182845166114,590.779527494164,4742.24203088421,56906.9043706105,13390.7716496498,74999,60000,18092.0956293895,3093.0956293895,4701.32397973968,-10297.6760202603,"At-Risk",6.459
"61","11","001","000102","00101","11001000102","00101","101","$60,000 to $74,999","4",67970.4375,2,15032365.2217742,3877.15942692252,1446.00289221561,2299,864.924877805167,358.4672,339.348011625,512.2175,23.4861010989011,533.122908274468,749.000578443122,4930.56659880354,59166.7991856424,17352.0347065873,74999,60000,15832.2008143576,833.20081435758,-1519.83389222972,-16518.8338922297,"Food Insecure",0.517
"62","11","001","000102","00101","11001000102","00101","101","$75,000 to $99,999","1",86934.9137660709,130,52508068.0800771,7246.24510212545,440.016533639974,1589,344.760652175208,0,618.713719414026,1918.32163611012,23.4861010989011,301.597700632811,405.803306727995,4795.87980943107,57550.5577131728,5280.19840367969,99999,75000,42448.4422868272,17449.4422868272,37168.2438831475,12169.2438831475,"Food Secure",30.901
"63","11","001","000102","00101","11001000102","00101","101","$75,000 to $99,999","2",88350.6737132353,45,50161121.8612403,7082.45168435622,805.219133900738,1615,655.518319201499,19.2055647058824,616.377222682549,1575.79834342964,23.4861010989011,373.480634158957,484.043826780148,4878.86618527742,58546.3942233291,9662.62960680886,99999,75000,41452.6057766709,16453.6057766709,31789.9761698621,6790.97616986207,"Food Secure",26.642
"64","11","001","000102","00101","11001000102","00101","101","$75,000 to $99,999","3",85842.8753709199,12,47181156.6153737,6868.85409769153,1040.86650130679,1838,813.532242314355,755.090611275964,561.507401276501,1290.94958713273,23.4861010989011,503.248285727251,575.773300261358,5785.8142288257,69429.7707459084,12490.3980156815,99999,75000,30569.2292540916,5570.22925409164,18078.8312384102,-6920.16876158982,"At-Risk",8.192
"65","11","001","000102","00101","11001000102","00101","101","$75,000 to $99,999","4",89044.9217391304,6,36133249.5464531,6011.09387270346,1378.73968640335,2299,864.924877805167,885.102636521739,449.976971894318,1373.00916666667,23.4861010989011,590.123027372347,735.547937280669,6485.62278135914,77827.4733763097,16544.8762368402,99999,75000,22171.5266236903,-2827.47337630966,5626.65038685019,-19372.3496131498,"At-Risk",4.226
"66","11","001","000102","00101","11001000102","00101","101","$75,000 to $99,999","5",80782.1463414634,5,15444554.4280488,3929.95603385697,1894.60676956591,2742,1151.97943919505,0,370.341903896341,1906.46914634146,23.4861010989011,618.24142137562,927.321353913182,6812.51801190738,81750.2161428885,22735.2812347909,99999,75000,18248.7838571115,-6750.21614288852,-4486.49737767941,-29485.4973776794,"Food Insecure",0.039
"67","11","001","000102","00101","11001000102","00101","101","$100,000 to $124,999","1",110140.88683432,91,50471713.893959,7104.34471953318,440.016533639974,1589,344.760652175208,0,789.408524302238,2688.68182480933,23.4861010989011,318.667181121632,405.803306727995,5754.00428350731,69048.0514020877,5280.19840367969,124999,1e+05,55950.9485979123,30951.9485979123,50670.7501942326,25671.7501942326,"Food Secure",96.389
"68","11","001","000102","00101","11001000102","00101","101","$100,000 to $124,999","2",113116.447695684,56,26525076.5885873,5150.25014815662,804.940048139324,1615,655.518319201499,32.9198396488661,814.211090500982,2303.34786157779,23.4861010989011,394.607539858957,483.988009627865,5839.090751887,70069.089022644,9659.28057767189,124999,1e+05,54929.910977356,29930.910977356,45270.6303996841,20271.6303996841,"Food Secure",69.878
"69","11","001","000102","00101","11001000102","00101","101","$100,000 to $124,999","3",113183.424581006,18,59493406.1889739,7713.19688514263,1133.96519803031,1838,813.532242314355,134.421452513966,802.486393699219,2096.5713817402,23.4861010989011,474.589138765675,594.393039606062,6183.08671013231,74197.0405215877,13607.5823763637,124999,1e+05,50801.9594784123,25802.9594784123,37194.3771020486,12195.3771020486,"Food Secure",8.531
"70","11","001","000102","00101","11001000102","00101","101","$100,000 to $124,999","4",105956.934911243,6,38449865.6921668,6200.79556929325,1276.23288340611,2299,864.924877805167,1843.65092071006,763.446757028226,1541.14522849462,23.4861010989011,707.074154004847,715.046576681223,8042.72803914182,96512.7364697019,15314.7946008734,124999,1e+05,28486.2635302981,3487.26353029814,13171.4689294248,-11827.5310705752,"At-Risk",6.682
